Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Halifax Municipal Archives – Young Canada Works Internships,Halifax Regional Municipality,"The Halifax Municipal Archives regularly hosts paid student interns—funded through Young Canada Works and other wage-subsidy programs—to digitize, describe, and make accessible municipal records that support community history and civic engagement. The Archives partners with local colleges and universities to recruit students and structure short-term placements that deliver tangible community outcomes (e.g., digitization and public exhibits), directly aligning learning with municipal and commu...",Skills mismatch and weak work-integrated learning,"Community-Employer Cooperative Placements: Local businesses, non-profits and municipal programs partner with high schools and colleges to create paid short-term co-op placements focused on community projects (parks, digitization, events). The community helps recruit hosts, subsidizes wages through a pooled fund, and promotes placements to students to increase accessible, locally-relevant work experience.",Systemic Exclusion and Weak Sense of Belonging,"81 Ilsley Avenue, Unit 11, Dartmouth, NS B3B 1L5",https://www.halifax.ca/about-halifax/archives,archives@halifax.ca,44.7019104,-63.589363
Emera ideaHUB,Dalhousie University,"The Emera ideaHUB is Dalhousie’s hardware incubation and prototyping facility that provides machine shop access, electronics benches, and fabrication labs for students and startup teams. Industry mentors and employer partners co-develop real product challenges and support capstone/co-op projects, giving participants applied, work-ready skills aligned with local manufacturing and tech needs.",Skills mismatch and weak work-integrated learning,"Community Makerspaces & Simulation Labs: Fund and host local makerspaces or pop-up simulation labs (e.g., hospitality setups, marine tech benches, multimedia studios) where students and local jobseekers can practice applied skills in partnership with employers who help design real-world tasks.",Systemic Exclusion and Weak Sense of Belonging,"1345 Barrington Street, Halifax, NS B3J 1Y9",https://ideahub.dal.ca,ideahub@dal.ca,44.6421147,-63.5715022
DeepSense Industry Data Challenges,DeepSense (hosted by Dalhousie University with industry and government partners),"DeepSense convenes ocean-sector employers with faculty to translate real company data problems into classroom-ready case datasets, project briefs, and assessment criteria. These employer-authored modules are piloted in Dalhousie and NSCC courses and sprints, giving students hands-on analytics experience on local ocean data while aligning learning outcomes with industry practices and tools.",Skills mismatch and weak work-integrated learning,"Employer-Led Curriculum Labs: Host short-term curriculum design sprints where clusters of local employers and instructors co-create modules, case studies and assessment tasks reflecting real local projects, then pilot them in community colleges and high schools.",Systemic Exclusion and Weak Sense of Belonging,"Steele Ocean Sciences Building, 1355 Oxford Street, Halifax, NS B3H 4R2",https://deepsense.ca,info@deepsense.ca,44.648618,-63.5859487
Co-op Access Bursary (Rowe School of Business),Dalhousie University – Management Career Services (Rowe School of Business),"Dalhousie’s Management Career Services offers a Co-op Access Bursary that reduces non-tuition costs that can block students from taking work terms, including relocation, temporary housing, and transportation. By offsetting expenses like bus passes, mileage, and short-term rentals, the fund enables students to pursue placements with employers throughout Nova Scotia.",Skills mismatch and weak work-integrated learning,"Transport & Housing Supports for Placements: Local governments and community organizations provide targeted supports (transit passes, short-term housing or host-family stipends) to remove logistic barriers that prevent students and apprentices from taking up placements in nearby towns or regional employers.",Systemic Exclusion and Weak Sense of Belonging,"6100 University Avenue, Halifax, NS B3H 4R2",https://www.dal.ca,mcs@dal.ca,44.6370686,-63.5882484
Co-op Access Bursary,Saint Mary’s University – Co-operative Education Office,"Saint Mary’s University provides a Co-op Access Bursary to help students cover the extra costs of accepting work terms outside their immediate community, such as transportation and short-term accommodation. This targeted support removes logistical barriers so students can take placements with regional employers across Nova Scotia.",Skills mismatch and weak work-integrated learning,"Transport & Housing Supports for Placements: Local governments and community organizations provide targeted supports (transit passes, short-term housing or host-family stipends) to remove logistic barriers that prevent students and apprentices from taking up placements in nearby towns or regional employers.",Systemic Exclusion and Weak Sense of Belonging,"923 Robie Street, Halifax, NS B3H 3C3",https://www.smu.ca/academics/co-operative-education/,coop@smu.ca,44.6313165,-63.5816691
Canada Games Centre – Community Co-working with On-site Child Minding,Canada Games Centre (Halifax Regional Municipality),"The Canada Games Centre is a Halifax Regional Municipality facility that provides free Wi‑Fi throughout the building, open lounge seating, and rentable meeting rooms that function as accessible co‑working spaces. Its affordable, short‑term child‑minding service lets parents focus on calls, meetings, or laptop work while children are safely cared for nearby. This integrated work‑and‑care setup in a municipal hub supports remote workers, entrepreneurs, and returning young families seeking flexi...",Youth outmigration and insufficient return pathways,"Community Co-working & Childcare Hubs: Convert underused municipal spaces into affordable co‑working hubs with reliable broadband and drop‑in childcare to enable remote work, entrepreneurship, and hybrid job arrangements for returning young families.",Systemic Exclusion and Weak Sense of Belonging,"26 Thomas Raddall Drive, Halifax, NS B3S 0E2",https://www.canadagamescentre.ca,info@canadagamescentre.ca,44.6596253,-63.6642854
Rath Eastlink Community Centre – Work-Friendly Commons with Child Minding,Rath Eastlink Community Centre,"The Rath Eastlink Community Centre provides facility‑wide Wi‑Fi, community lounge areas with tables and power outlets, and bookable rooms that serve as ad hoc co‑working spaces. Its drop‑in child‑minding offering allows parents to concentrate on remote work, meetings, or training sessions while children are cared for on site. This co‑location of broadband-enabled workspace and childcare in a regional civic facility helps entrepreneurs and hybrid workers in Colchester County balance work and f...",Youth outmigration and insufficient return pathways,"Community Co-working & Childcare Hubs: Convert underused municipal spaces into affordable co‑working hubs with reliable broadband and drop‑in childcare to enable remote work, entrepreneurship, and hybrid job arrangements for returning young families.",Systemic Exclusion and Weak Sense of Belonging,"625 Abenaki Road, Truro, NS B2N 0G6",https://www.ratheastlinkcommunitycentre.ca,info@ratheastlinkcommunitycentre.ca,45.3512588,-63.3050264
MSVU Extended Learning Micro-credentials,Mount Saint Vincent University – Extended Learning,"Mount Saint Vincent University’s Extended Learning offers short, stackable micro-credentials and digital badges in workforce-relevant topics such as leadership, non-profit management, business communication, and education technology. Created with community and employer input, these offerings provide accessible upskilling pathways that help alumni and early-career professionals align with Nova Scotia’s labour market needs.",Youth outmigration and insufficient return pathways,"Skills Bridging & Micro-credential Programs: Work with community colleges and employers to offer short, low-cost micro-credentials and bridging courses aligned with local industry needs so alumni can update skills before returning.",Systemic Exclusion and Weak Sense of Belonging,"166 Bedford Highway, Halifax, NS B3M 2J6",https://www.msvu.ca,extended.learning@msvu.ca,44.6719513,-63.6451557
Volta DemoCamp and Industry Night Series,Volta,"Volta regularly hosts DemoCamp and Industry Nights where startups and scale-ups demo products, discuss hiring needs, and connect with students, recent grads, and returning professionals. These community pop-ups expose attendees to career paths in Nova Scotia’s tech ecosystem—from co-ops and junior roles to remote-first positions in software, product, and marketing—and enable direct conversations with founders and hiring managers. The showcases help retain and attract young talent by making lo...",Youth outmigration and insufficient return pathways,"Pop-up Industry Showcases: Host regular local showcases where businesses, cultural groups, and trades demonstrate career paths, apprenticeships, and remote-work roles to alumni and students considering return.",Systemic Exclusion and Weak Sense of Belonging,"1505 Barrington Street, Unit 100, Halifax, NS B3J 3K5",https://voltaeffect.com/events,info@voltaeffect.com,44.6445647,-63.5723991
Nova Scotia Works Employer Showcases and Job Fairs,TEAM Work Cooperative (Nova Scotia Works),"As a Nova Scotia Works service provider, TEAM Work Cooperative runs recurring pop-up employer showcases, sector information sessions, and multi-employer job fairs at its centre and partner venues. Local businesses, trades, and community organizations demonstrate career pathways, apprenticeships, and remote/hybrid roles to jobseekers, students, and alumni. These events create direct pipelines to employment and apprenticeships that support graduates to stay in or return to Nova Scotia.",Youth outmigration and insufficient return pathways,"Pop-up Industry Showcases: Host regular local showcases where businesses, cultural groups, and trades demonstrate career paths, apprenticeships, and remote-work roles to alumni and students considering return.",Systemic Exclusion and Weak Sense of Belonging,"7051 Bayers Road, Suite 501, Halifax, NS B3L 2C2",https://teamworkbridge.org,info@teamworkbridge.org,44.6542614,-63.625934
Acadia Alumni & Students (Ten Thousand Coffees),Acadia University Alumni Association,"Acadia University’s Ten Thousand Coffees hub facilitates one-on-one matches between alumni and students for mentorship and networking in the Annapolis Valley. Alumni moving back to Nova Scotia can request local matches with Wolfville-area alumni who act as “returner buddies,” offering introductions, guidance on navigating services and housing, and connections to community and industry events over the first months. The structured, peer-led setup supports practical re-integration and rebuilding...",Youth outmigration and insufficient return pathways,"Peer-led Returner Buddy Program: Match returning alumni with local ‘buddies’ who help with practical re-integration — navigating services, networking, and social connections — for their first 3–6 months back.",Systemic Exclusion and Weak Sense of Belonging,"15 University Avenue, Wolfville, NS B4P 2R6",https://www.10000coffees.com/schools/acadia-university,alumni.office@acadiau.ca,45.0891388,-64.3669857
Communauto Atlantic – Halifax Carshare,Communauto Atlantic,"Communauto Atlantic operates a member‑based carshare network in Halifax that complements public transit and active transportation, giving residents flexible, affordable access to vehicles without the cost of ownership. By strengthening last‑mile options and enabling car‑light living, it helps young professionals and students connect to jobs, co‑working spaces, and services across the region.",Youth outmigration and insufficient return pathways,"Transport and Connectivity Improvements: Community-driven campaigns to improve local transit links, ride‑share networks, and last‑mile solutions combined with advocacy for affordable, high-speed home internet to support remote workers.",Systemic Exclusion and Weak Sense of Belonging,"5553 Bloomfield Street, Halifax, NS B3K 1S7",https://www.communauto.ca,info@communautoatlantic.ca,44.6589425,-63.5955855
Recruitment Antigonish (Physician Recruitment and Retention),Recruitment Antigonish (St. Martha’s Regional Hospital Foundation),"Recruitment Antigonish coordinates with community partners to attract and retain family physicians and other primary care providers, offering personalized community tours, welcome packages, and spousal/settlement support including housing and school navigation. The program partners with Nova Scotia Health to align sign-on and relocation incentives and pairs new clinicians with local mentors and hospital leaders to build lasting ties to the community.",Health and mental health access gaps,"Local Provider Recruitment and Retention Campaigns: Local businesses, municipalities and community groups coordinate sign-on bonuses, housing supports, mentorship, and community welcome packages to attract and retain family physicians, nurse practitioners and counsellors.",Systemic Exclusion and Weak Sense of Belonging,"25 Bay Street, Antigonish, NS B2G 2G5",https://recruitmentantigonish.ca,info@recruitmentantigonish.ca,45.6279576,-61.9821028
Counselling and Support Services,Every Woman’s Centre,"Every Woman’s Centre provides free, confidential counselling and support to women and girls, including youth, eliminating cost as a barrier to accessing short-term mental health care. Services are supported by grants, community donations, and fundraising, which together operate as a community-managed subsidy in place of private therapy fees.",Health and mental health access gaps,"Community-run Sliding-scale Counselling Fund: Establish a community-managed fund (supported by donations, municipal grants, and fundraisers) to subsidize short-term counselling for youth who face cost barriers to private therapy.",Systemic Exclusion and Weak Sense of Belonging,"21 Trinity Avenue, Sydney, NS B1P 4Z4",https://everywomanscentre.ca,info@everywomanscentre.ca,46.1326733,-60.1882926
Youth Health Centres,Nova Scotia Health (Public Health),"Nova Scotia Health’s school-based Youth Health Centres provide confidential, youth-friendly navigation to health and mental health services across the province. Coordinators help students book appointments, complete referrals and consent/intake forms, and coordinate follow-up with families and providers. They also advocate within schools and the health system to reduce barriers and prevent drop-offs from care.",Health and mental health access gaps,"Youth Navigation and Peer Advocacy Program: Train youth navigators and peer advocates to help peers schedule appointments, complete intake forms, follow up on care, and advocate with providers and schools to reduce drop-offs from the care pathway.",Systemic Exclusion and Weak Sense of Belonging,"7 Mellor Avenue, Unit 5, Dartmouth, NS B3B 0E8",https://youthhealthcentres.nshealth.ca/,,44.7080123,-63.5790375
The Spot (Youth Arts Drop-In at Halifax Central Library),Youth Art Connection in partnership with Halifax Public Libraries,"The Spot is a free, youth-led arts drop-in where young people create music, visual art, zines, and performances that share lived experience and promote mental wellness. Public showcases and library-based events reduce stigma and normalize help-seeking, while Youth Art Connection facilitators and library staff connect participants and audiences to local mental health and community services.",Health and mental health access gaps,"Stigma-Reduction Campaigns Led by Youth: Fund and support youth-led public education campaigns, storytelling projects and arts events that normalize help-seeking, share lived experience, and highlight available local services.",Systemic Exclusion and Weak Sense of Belonging,"5440 Spring Garden Road, Halifax, NS B3J 1E9",https://youthartconnection.ca,info@youthartconnection.ca,44.6428872,-63.5752999
Dalhousie Social Work Community Clinic,Dalhousie University School of Social Work,"A partnership between Dalhousie University’s School of Social Work and Veith House, this community clinic places Master of Social Work students in supervised practice to deliver free counselling, case management, and system navigation. By embedding student clinicians in a community setting under registered social workers’ supervision, the clinic expands access to mental health and social care for youth and families while providing hands-on training.",Health and mental health access gaps,"Partnerships with Post-secondary Health Programs: Partner with regional universities, colleges and training programs to place nurse practitioner, social work and psychology students in supervised community clinics to expand access while offering learning opportunities.",Systemic Exclusion and Weak Sense of Belonging,"3115 Veith Street, Halifax, NS B3K 3G9",https://www.dal.ca/faculty/health/socialwork.html,socialwork@dal.ca,44.664829,-63.5955927
Bayers Road Community Mental Health & Addictions Clinic,"Nova Scotia Health, Mental Health & Addictions Program (Central Zone)","This outpatient clinic provides assessment, therapy, and group programs for mental health and addictions in Halifax. In partnership with Dalhousie University and other post-secondary institutions, the clinic hosts clinical psychology residents/practicum students and social work interns who deliver services under licensed supervision, which increases service capacity and shortens wait times for community mental health care.",Health and mental health access gaps,"Partnerships with Post-secondary Health Programs: Partner with regional universities, colleges and training programs to place nurse practitioner, social work and psychology students in supervised community clinics to expand access while offering learning opportunities.",Systemic Exclusion and Weak Sense of Belonging,"7071 Bayers Road, Suite 109, Halifax, NS B3L 2C2",https://www.nshealth.ca/mental-health-addictions,,44.6541222,-63.6273462
The Hub Central Nova Scotia,The Hub Central Nova Scotia,"The Hub Central Nova Scotia is a community-operated co-working space in downtown Truro offering low-cost desks, meeting rooms, and shared office amenities for freelancers, startups, and non-profits. It convenes peer mentorship, training events, and links to regional small-business support organizations that help early-stage founders navigate growth. By transforming main-street space into an accessible entrepreneurship hub, it delivers affordable co-working and community-based support services...",Underdeveloped entrepreneurship and scale-up ecosystem,"Affordable Co‑working and Maker Spaces: Convert underused community buildings into low-cost co‑working hubs with shared office infrastructure, workshops and prototyping equipment, and startup support services.",Systemic Exclusion and Weak Sense of Belonging,"23 Inglis Place, Truro, NS B2N 4B5",https://www.thehubns.ca,info@thehubns.ca,45.3642023,-63.2762826
Social Value Procurement Policy,Cape Breton Regional Municipality (Procurement),"Cape Breton Regional Municipality’s Social Value Procurement Policy integrates community benefit and local economic development goals into purchasing, creating clearer pathways for local small businesses to compete for municipal work. Through social value weighting, supplier outreach, and opportunities sized for small vendors—and by using set-asides permitted under trade agreements for diverse suppliers—the policy helps youth-led and early-stage firms enter municipal supply chains.",Underdeveloped entrepreneurship and scale-up ecosystem,Municipal Procurement Set‑Asides: Work with municipal councils to create streamlined procurement tracks or set-asides for youth-led and local small businesses to supply services and goods to towns and counties.,Systemic Exclusion and Weak Sense of Belonging,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca/procurement,tenders@cbrm.ns.ca,46.1371609,-60.1960651
Social Procurement Strategy,Municipality of the County of Kings,"The Municipality of the County of Kings’ Social Procurement Strategy leverages municipal buying to grow local capacity by prioritizing bids that deliver community benefits and by engaging small, locally owned suppliers. The strategy introduces simplified, small-value competitions, encourages unbundling of larger contracts, and recognizes diverse and social enterprises—practical mechanisms that open municipal opportunities to youth-led startups and scaling small businesses across the county.",Underdeveloped entrepreneurship and scale-up ecosystem,Municipal Procurement Set‑Asides: Work with municipal councils to create streamlined procurement tracks or set-asides for youth-led and local small businesses to supply services and goods to towns and counties.,Systemic Exclusion and Weak Sense of Belonging,"181 Coldbrook Village Park Drive, Coldbrook, NS B4R 1B9",https://www.countyofkings.ca/business/tenders.aspx,,45.07011,-64.5622267
Cultiv8 Innovation Sandbox,Dalhousie University Faculty of Agriculture,"Cultiv8 embeds entrepreneurship within the Dalhousie Faculty of Agriculture by engaging students in agri-food innovation challenges, prototyping, and student-run ventures linked to regional producers. The sandbox partners with courses and clubs, arranges internships with local agri-tech startups and farms, and offers mentorship and pre-seed support tailored to rural founders.",Underdeveloped entrepreneurship and scale-up ecosystem,"Entrepreneurship in Schools and Colleges: Partner schools, community colleges and universities to integrate hands-on entrepreneurship projects, internships with local startups, and youth-run student ventures.",Systemic Exclusion and Weak Sense of Belonging,"62 Cumming Drive, Bible Hill, NS B2N 5E3",https://cultiv8.ca,cultiv8@dal.ca,45.3718441,-63.264146
ShiftKey Labs DemoCamp Halifax and Student Showcases,"ShiftKey Labs, Dalhousie University Faculty of Computer Science","ShiftKey Labs at Dalhousie University hosts DemoCamp Halifax and student showcase events where learners and youth-led teams present working prototypes to the public, industry mentors, and investors. These sessions are purposely low-barrier and feedback-oriented, giving emerging entrepreneurs visibility, constructive critique, and connections that help move ideas toward commercialization.",Underdeveloped entrepreneurship and scale-up ecosystem,"Community Demo Days and Pitch Competitions: Organize frequent, low-barrier showcase events where youth-led teams present prototypes to the public, local investors and civic leaders to build visibility and feedback.",Systemic Exclusion and Weak Sense of Belonging,"6050 University Avenue, Halifax, NS B3H 1W5",https://www.shiftkeylabs.ca,info@shiftkeylabs.ca,44.6375234,-63.5872235
Business Is Jammin’ (BIJ),Black Business Initiative,"Business Is Jammin’ is the youth initiative of the Black Business Initiative that delivers entrepreneurship education, mentorship and experiential learning for Black youth across Nova Scotia. BIJ runs camps, after‑school programs and pitch competitions that pair skill-building with coaching and small seed awards, and connects participants to BBI advisors and financing as they grow ventures. This directly tackles systemic barriers by creating culturally relevant peer networks and early capital...",Underdeveloped entrepreneurship and scale-up ecosystem,"Inclusive Youth Entrepreneurship Supports: Design targeted training, peer networks and microgrants for Indigenous, racialized, immigrant and rural youth to remove systemic barriers and grow diverse founders.",Systemic Exclusion and Weak Sense of Belonging,"1741 Brunswick Street, Suite 600, Halifax, NS B3J 3X8",https://businessisjammin.ca,info@businessisjammin.ca,44.6473243,-63.5766982
Plug In Nova Scotia – Public EV Charging Network and Map,Nova Scotia Power Inc.,"Plug In NS supports the development and visibility of Nova Scotia’s public EV charging network, working with municipalities and partners to deploy chargers at libraries, community centres, and other public destinations. Its tools and programs make chargers easy to find and use for shared EV fleets and community members, helping carshare services operate reliably outside of private home charging.",Transportation and digital connectivity shortfalls,"Shared community EV carshare and charging network: A locally governed electric carshare fleet with charging installed at community centers and libraries, easing car access for those without vehicles and accelerating local EV adoption.",Systemic Exclusion and Weak Sense of Belonging,"1223 Lower Water Street, Halifax, NS B3J 3S8",https://www.pluginns.ca,customerservice@nspower.ca,44.6419859,-63.5673509
CSAP Transport Scolaire – Location d’autobus (Bus Charter),Conseil scolaire acadien provincial (CSAP),"Conseil scolaire acadien provincial offers after-hours chartering of its school buses to community partners in Acadian and Francophone regions of Nova Scotia. By opening its existing fleet and school facilities for community pickup points, CSAP enables evening shuttles and special community routes that increase mobility for residents in rural areas without purchasing new vehicles.",Transportation and digital connectivity shortfalls,"Use of school buses and facilities for community transit: Coordinate after‑hours use of existing school buses and facilities to run community routes or evening services, increasing mobility without large new capital investment.",Systemic Exclusion and Weak Sense of Belonging,"9248 Highway 1, Meteghan River, NS B0W 2L0",https://csap.ca,,44.2259487,-66.1361026
Spaces – Purdy’s Wharf,Spaces (IWG plc),"Spaces at Purdy’s Wharf offers modern coworking facilities with reliable high-speed internet, shared lounges, private offices, and bookable meeting rooms on Halifax’s waterfront. The professionally managed environment enables teleworkers, freelancers, and students to access infrastructure and collaboration space locally, helping overcome connectivity and workspace barriers.",Transportation and digital connectivity shortfalls,"Local telework / coworking hubs ('digital village' spaces): Create supervised coworking spaces in existing community buildings with reliable high-speed internet, meeting rooms and mentorship programs to support remote work, entrepreneurship and study.",Systemic Exclusion and Weak Sense of Belonging,"1959 Upper Water Street, Suite 1300, Halifax, NS B3J 3N2",https://www.spacesworks.com/halifax/purdys-wharf/,,44.6518013,-63.5742139
The Kube Workspace – Dartmouth,The Kube Workspace,"The Kube provides supervised coworking space with fast internet, phone booths, offices, and meeting rooms in Dartmouth Crossing, serving remote employees, entrepreneurs, and students. By offering a professional, well-equipped workspace close to where people live, it reduces commuting burdens and supports productive telework and study.",Transportation and digital connectivity shortfalls,"Local telework / coworking hubs ('digital village' spaces): Create supervised coworking spaces in existing community buildings with reliable high-speed internet, meeting rooms and mentorship programs to support remote work, entrepreneurship and study.",Systemic Exclusion and Weak Sense of Belonging,"137 Venture Run, Dartmouth, NS B3B 0L9",https://thekube.ca,info@thekube.ca,44.7049039,-63.5882085
Communauto Atlantic – Carshare integrated with regional trip-planning,Communauto Atlantic,"Communauto Atlantic operates a station‑based carshare across Halifax and integrates with the Transit app so users can see nearby vehicles from within a multimodal trip plan and seamlessly jump to booking. This linkage allows youth and other riders to combine transit and carshare in a single digital journey, advancing the Mobility‑as‑a‑Service model by connecting planning, booking, and payment across modes within one cohesive user experience.",Transportation and digital connectivity shortfalls,"Unified regional mobility platform (Mobility‑as‑a‑Service): Develop a single booking/payment platform that integrates microtransit, buses, bike shares and carshare options so users — especially youth — can plan and pay for multi‑modal trips easily.",Systemic Exclusion and Weak Sense of Belonging,"5553 Bloomfield Street, Halifax, NS B3K 1S7",https://www.communauto.com,support@communauto.com,44.6589425,-63.5955855
Kings Transit – HotSpot Mobile Ticketing and Trip Tools,Kings Transit Authority,"Kings Transit provides regional bus service in the Annapolis Valley and uses the HotSpot platform to let riders purchase and use mobile fares from a single app. By pairing mobile payments with integrated trip tools and connections to other regional services that also use HotSpot, the system moves toward a unified Mobility‑as‑a‑Service experience that simplifies planning and paying for multimodal trips across rural and small‑town communities.",Transportation and digital connectivity shortfalls,"Unified regional mobility platform (Mobility‑as‑a‑Service): Develop a single booking/payment platform that integrates microtransit, buses, bike shares and carshare options so users — especially youth — can plan and pay for multi‑modal trips easily.",Systemic Exclusion and Weak Sense of Belonging,"29 Crescent Drive, New Minas, NS B4N 3G7",https://kingstransit.ca/,,45.0700026,-64.4654124
UPS Customer Center Will Call – Dartmouth,UPS Canada,"UPS’s Customer Center in Dartmouth offers will‑call parcel pickup, allowing shipments to be held securely for recipients to collect at defined hours. This provides a centralized logistics hub for residents who cannot receive deliveries at home, improving e‑commerce access by coordinating local pickup windows and reducing missed deliveries.",Transportation and digital connectivity shortfalls,Parcel lockers and community logistics hub: Install secure parcel lockers at central community locations and coordinate local pickup/delivery windows to improve e-commerce access for residents without reliable delivery addresses.,Systemic Exclusion and Weak Sense of Belonging,"61 Raddall Avenue, Dartmouth, NS B3B 1T2",https://locations.ups.com/ca/en/customer-center/dartmouth.html,,44.7014414,-63.5861094
Canada Post FlexDelivery – Halifax Shopping Centre Postal Outlet,Canada Post,"Canada Post’s FlexDelivery service lets customers route online purchases to a selected post office for secure pickup, rather than to a residential address. The Halifax Shopping Centre outlet serves as a community logistics hub with staffed pickup windows and secure holding (including PO Boxes), supporting residents who lack reliable delivery addresses or face connectivity issues in rural and suburban areas.",Transportation and digital connectivity shortfalls,Parcel lockers and community logistics hub: Install secure parcel lockers at central community locations and coordinate local pickup/delivery windows to improve e-commerce access for residents without reliable delivery addresses.,Systemic Exclusion and Weak Sense of Belonging,"7001 Mumford Road, Halifax, NS B3L 2H8",https://www.canadapost-postescanada.ca,,44.6492774,-63.6185599
Employment & Training Services,Mi’kmaw Kina’matnewey,"Mi’kmaw Kina’matnewey partners with Mi’kmaw leadership, NSCC, the Nova Scotia Apprenticeship Agency, and local employers to design Indigenous cohorts in trades and technology, paid work placements, and apprenticeship pathways for Mi’kmaw youth from Unama’ki communities. Services integrate Mi’kmaw language and cultural mentorship and, where relevant, land-based learning components that connect students to careers in natural resources, environmental stewardship, and community infrastructure.",Systemic inequities and discrimination,"Indigenous-led employment pathways: Partner with Mi'kmaq leadership and local employers to co-design culturally safe apprenticeship, internship, and hiring programs that include cultural mentorship, land-based training options, and targets for Mi'kmaq youth participation.",Systemic Exclusion and Weak Sense of Belonging,"47 Maillard Street, Membertou, NS B1S 2P5",https://kinu.ca,info@kinu.ca,46.119957,-60.19252
"BIPOC and Newcomer Film Initiatives (e.g., Newcomer Film Program; Black & Indigenous Filmmaker Residency)",Atlantic Filmmakers Cooperative (AFCOOP),"AFCOOP runs targeted mentorship and training streams for underrepresented creators—including African Nova Scotian, Indigenous (Mi’kmaq), newcomer, and 2SLGBTQIA+ youth—through cohort-based programs that pair participants with established film professionals. Participants receive intensive workshops, production mentorship, and supported project budgets, and are connected to local crews and companies for on-set experiences. This sponsorship-and-mentorship approach opens pathways into arts career...",Systemic inequities and discrimination,"Mentorship and sponsorship program for marginalized youth: Connect Mi'kmaq, African Nova Scotian, newcomer, disability-identified, and 2SLGBTQIA+ youth with mentors in trades, tech, arts and business; include sponsored placements, employer commitments, and peer cohorts.",Systemic Exclusion and Weak Sense of Belonging,"5663 Cornwallis Street, Halifax, NS B3K 1B6",https://afcoop.ca/,info@afcoop.ca,44.6530804,-63.5828899
Centre for Employment Innovation – Nova Scotia Works Shared Measurement,"Centre for Employment Innovation, St. Francis Xavier University (StFX) Extension Department","CEI co-designs and maintains shared measurement and data systems for the Nova Scotia Works employment services network with community partners, collecting disaggregated data on jobseeker demographics, program access, and employment outcomes. Insights are shared through public reports and tools that set equity targets and track progress, with advisory groups including Mi’kmaq, African Nova Scotian, newcomer, disability, and 2SLGBTQIA+ representatives guiding governance and accountability.",Systemic inequities and discrimination,"Community-led data and accountability dashboard: Collect and publish disaggregated, community-run data on employment, education, housing, and service access, with community targets and regular public progress reports co-managed with representatives of affected groups.",Systemic Exclusion and Weak Sense of Belonging,"4120 University Avenue, Antigonish, NS B2G 2W5",https://www.stfx.ca,cei@stfx.ca,45.6191732,-61.9966544
Independent Living Nova Scotia (ILNS) – Peer Support & Navigation,Independent Living Nova Scotia,"ILNS runs peer-led groups and one-to-one navigation for youth and adults with disabilities, offering an accessible drop-in resource centre, independent living skills training, and community connection. Staff support legal-rights and systems navigation (e.g., accommodations, income supports, housing), and facilitate peer mentoring by people with lived experience. This implements the solution by providing a safe, disability-centered hub with culturally relevant, peer-run supports and practical ...",Systemic inequities and discrimination,"Safe-space drop-in hubs and peer support networks: Fund local drop-in centres offering culturally relevant mental-health supports, legal navigation, settlement assistance, and peer-run groups specifically for Mi'kmaq, African Nova Scotian, newcomer, disability, and 2SLGBTQIA+ youth.",Systemic Exclusion and Weak Sense of Belonging,"4-121 Ilsley Avenue, Dartmouth, NS B3B 1S4",https://ilns.ca,info@ilns.ca,44.6971482,-63.5847166
Wagmatcook First Nation Healing to Wellness Court,Courts of Nova Scotia – Provincial Court (Wagmatcook),"This specialized Provincial Court integrates Mi’kmaw restorative practices—such as healing circles with Elders, community supports, and culturally grounded wellness plans—to address the underlying causes of harm. It provides a collaborative, circle-based response for Indigenous people impacted by colonial harms and discrimination, engaging youth, families, Elders, and community mediators to promote repair, accountability, and community healing.",Systemic inequities and discrimination,"Restorative justice and community healing circles: Use restorative practices and Indigenous-led healing circles to respond to local incidents of discrimination and to rebuild trust, involving affected youth, families, elders, and community mediators.",Systemic Exclusion and Weak Sense of Belonging,"10765 Trans-Canada Highway, Wagmatcook, NS B0E 3N0",https://www.courts.ns.ca,,46.0723573,-60.9119184
Bus Stop Theatre Co-op – Community Storytelling and Creator Supports,Bus Stop Theatre Co-op,"Bus Stop Theatre Co-op provides an accessible, community-run venue and training supports where emerging and marginalized youth develop and present original work—storytelling nights, theatre, podcasts, film screenings, and multidisciplinary arts. Programming and partnerships regularly feature Mi’kmaq, African Nova Scotian, newcomer, disability, and 2SLGBTQIA+ creators, using public art and events to foster empathy and inclusion.",Systemic inequities and discrimination,"Public storytelling and empathy campaigns: Run community media projects that amplify lived experiences of Mi'kmaq, African Nova Scotian, newcomer, disability, and 2SLGBTQIA+ youth — arts projects, podcasts, murals and events that reduce stigma and build connections.",Systemic Exclusion and Weak Sense of Belonging,"2203 Gottingen Street, Halifax, NS B3K 3B5",https://www.busstoptheatre.ca,info@busstoptheatre.ca,44.6532641,-63.5849809
