Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Nova Scotia Loyal,Build Nova Scotia,"Nova Scotia Loyal is a province-wide buy-local campaign that provides shared branding, marketing assets, and promotional tools encouraging residents and organizations to choose Nova Scotian products and services year-round. By amplifying demand across food, craft, retail, tourism, and professional services, it helps diversify the economy beyond seasonal peaks and supports emerging local industries. The campaign also engages businesses and communities to run localized initiatives, strengthenin...",Industry Concentration and Seasonality,"Buy Local and Sector Diversification Campaign: Run campaigns and business-to-business initiatives that encourage residents and institutions to purchase locally made and season-extending products and services, supporting emerging local industries.",Structural Economic Scale and Capital Constraints,"1875 Upper Water Street, Suite 301, Halifax, NS B3J 1S9",https://novascotialoyal.ca,info@buildns.ca,44.6505119,-63.5728293
Halifax Brewery Market,Halifax Brewery Market,"The Halifax Brewery Market is a weekly, year-round indoor market that encourages residents to buy directly from local farmers, food producers, and artisans, providing steady off-season revenue for vendors. By showcasing a diverse mix of food, craft, and wellness entrepreneurs, it supports sector diversification and growth of emerging local businesses. Its consistent schedule and indoor venue help extend sales opportunities beyond peak tourist seasons.",Industry Concentration and Seasonality,"Buy Local and Sector Diversification Campaign: Run campaigns and business-to-business initiatives that encourage residents and institutions to purchase locally made and season-extending products and services, supporting emerging local industries.",Structural Economic Scale and Capital Constraints,"1496 Lower Water Street, Halifax, NS B3J 1R9",https://halifaxbrewerymarket.com,info@halifaxbrewerymarket.com,44.6443703,-63.5702203
Centre for Craft Nova Scotia – Designer Craft Shop and Markets,Craft Nova Scotia (Centre for Craft Nova Scotia),"The Centre for Craft Nova Scotia operates a year-round Designer Craft Shop and seasonal markets that promote purchasing locally made craft, art, and design. These programs channel consumer and corporate spending toward Nova Scotian makers—supporting the creative sector as an emerging industry and diversifying income beyond tourism-heavy months. The Centre also facilitates B2B opportunities such as corporate and institutional sourcing of locally made products.",Industry Concentration and Seasonality,"Buy Local and Sector Diversification Campaign: Run campaigns and business-to-business initiatives that encourage residents and institutions to purchase locally made and season-extending products and services, supporting emerging local industries.",Structural Economic Scale and Capital Constraints,"1061 Marginal Road, Halifax, NS B3H 4P7",https://craftnovascotia.ca,info@craftnovascotia.ca,44.638734,-63.5652324
New Glasgow Farmers Market — Market Kitchen,New Glasgow Farmers Market Cooperative,"The Market Kitchen is a certified shared-use commercial kitchen inside the New Glasgow Farmers Market that food entrepreneurs can rent for production, workshops, and pop-up meals. It reduces start-up costs for small and seasonal producers by providing compliant space and built-in market access, helping them test and sell products year-round beyond peak tourism months.",Industry Concentration and Seasonality,"Shared-use Facilities and Pop-up Spaces: Convert underused community buildings into shared kitchens, fabrication labs, studios or retail pop-up spaces that lower start-up costs and help seasonal businesses test year-round offerings.",Structural Economic Scale and Capital Constraints,"620 East River Road, New Glasgow, NS B2H 3S2",https://ngfarmmarket.com,manager@ngfarmmarket.com,45.5755437,-62.6380417
Western Regional Enterprise Network (Western REN),Western Regional Enterprise Network,"Western REN brings together municipalities, local businesses, non-profits, and education partners across Digby, Yarmouth, and Shelburne counties to coordinate regional economic development. Through business outreach (e.g., BusinessNOW), sector and workforce tables, and joint marketing, it identifies skills gaps, aligns training with NSCC and employers, and advances diversification strategies that build year-round employment beyond seasonal industries.",Industry Concentration and Seasonality,"Cross-sector Economic Diversification Council: Form a community council of business owners, non-profits, education and municipal reps to identify gaps, coordinate training, pool marketing, and develop strategies to reduce sector reliance and seasonality.",Structural Economic Scale and Capital Constraints,"103 Water Street, Yarmouth, NS B5A 4P4",https://westernren.ca,info@westernren.ca,43.8378596,-66.1210012
Eastern Strait Regional Enterprise Network (ESREN),Eastern Strait Regional Enterprise Network,"ESREN convenes a cross-sector council of municipalities, businesses, post-secondary partners, and community groups in the Eastern Strait region (Antigonish, Guysborough, St. Mary’s, and Port Hawkesbury) to plan and deliver diversification initiatives. It coordinates training with education providers, facilitates sector development (e.g., ocean industries, value-added resource sectors, tourism shoulder seasons), and undertakes joint investment/talent marketing to reduce seasonality and broaden...",Industry Concentration and Seasonality,"Cross-sector Economic Diversification Council: Form a community council of business owners, non-profits, education and municipal reps to identify gaps, coordinate training, pool marketing, and develop strategies to reduce sector reliance and seasonality.",Structural Economic Scale and Capital Constraints,"32 Paint Street, Unit 4, Port Hawkesbury, NS B9A 3J8",https://esren.ca,info@esren.ca,45.6147119,-61.3331713
Dartmouth Family Home Child Care Agency,Dartmouth Family Centre,"A provincially licensed agency that recruits, trains, and supports regulated home-based child care providers across Dartmouth and HRM, offering flexible full-time and part-time spaces year-round. By coordinating shared standards, subsidies, and wraparound family supports, it removes child care barriers that keep parents—especially those in seasonal sectors—out of the workforce, helping families remain and thrive locally.",Industry Concentration and Seasonality,"Affordable Housing and Childcare Initiatives: Mobilize community land trusts, cooperative housing projects and shared childcare programs to remove barriers that push workers to leave and to make local jobs viable year-round.",Structural Economic Scale and Capital Constraints,"6 Primrose Street, Dartmouth, NS B3A 4C5",https://www.dartmouthfamilycentre.ca,info@dartmouthfamilycentre.ca,44.6814085,-63.5860545
Navigate Startup House – Student Entrepreneurship and Community Projects,Navigate Startup House,"Navigate supports student and recent graduate entrepreneurs from Cape Breton University and NSCC by connecting them with local mentors, industry partners, and community clients for real-world projects and venture development. Through workspace, programming, and employer-engaged challenges, students explore local opportunities, develop startups, and engage with businesses across the island’s diversified economy.",Industry Concentration and Seasonality,"School-to-Community Career Pathways: Create local career pathway programs connecting K-12 and post-secondary students with community employers for internships, project work and entrepreneurship projects that expose youth to diverse local opportunities.",Structural Economic Scale and Capital Constraints,"37 Nepean Street, Sydney, NS B1P 6A7",https://www.navigatestartup.ca,info@navigatestartup.ca,46.1431613,-60.1966931
Skills Canada Nova Scotia – School Engagement & Industry Partnerships,Skills Canada Nova Scotia,"Skills Canada Nova Scotia delivers in-school presentations, industry-led workshops, and skills camps that connect junior and senior high students with trades and technology mentors and employers. Through hands-on projects and competitions supported by local industry, students gain early exposure to diverse, in-demand careers and direct pathways to apprenticeships and further training in the province.",Industry Concentration and Seasonality,"School-to-Community Career Pathways: Create local career pathway programs connecting K-12 and post-secondary students with community employers for internships, project work and entrepreneurship projects that expose youth to diverse local opportunities.",Structural Economic Scale and Capital Constraints,"201 Brownlow Avenue, Unit 9, Dartmouth, NS B3B 1W2",https://www.skillsns.ca,info@skillsns.ca,44.6983925,-63.5799367
The Bus Stop Theatre Co-op,The Bus Stop Theatre Co-operative,"The Bus Stop Theatre Co-op is a community-owned performance and arts hub in a repurposed commercial space on Gottingen Street. It offers a black-box theatre, rehearsal time, meeting rooms and exhibition walls to artists and community groups at accessible, subsidized rental rates, with equipment available in-house. As a co-operative governed by a member-elected board, it keeps space affordable and community-managed in line with the arts hub model.","Underinvestment in Arts, Culture, and Recreation","Community Arts Hub (repurpose vacant buildings): Transform underused municipal or commercial spaces into multi-use arts hubs managed by a community board, offering studios, rehearsal rooms, exhibition space and shared event areas at reduced rent.",Structural Economic Scale and Capital Constraints,"2203 Gottingen Street, Halifax, NS B3K 3B5",https://www.thebusstoptheatre.org/,info@thebusstoptheatre.org,44.6532641,-63.5849809
The Old School Community Gathering Place,The Old School Community Gathering Place Society,"The Old School Community Gathering Place converted a decommissioned rural school into a multi-use arts and community centre. It offers artist studios, a performance/rehearsal hall, gallery, and meeting rooms that local groups and young creatives can rent at reduced community rates. Run by a local nonprofit society with a volunteer board, it keeps governance and programming rooted in community needs.","Underinvestment in Arts, Culture, and Recreation","Community Arts Hub (repurpose vacant buildings): Transform underused municipal or commercial spaces into multi-use arts hubs managed by a community board, offering studios, rehearsal rooms, exhibition space and shared event areas at reduced rent.",Structural Economic Scale and Capital Constraints,"7962 Highway 7, Musquodoboit Harbour, NS B0J 2L0",https://theoldschool.ca/,info@theoldschool.ca,44.7882089,-63.1456266
ArtsPlace Gallery (ARCAC),Annapolis Region Community Arts Council (ARCAC),"ARCAC’s ArtsPlace Gallery operates out of a repurposed main-street building as an arts hub for the Annapolis Valley. In addition to exhibitions, it provides a classroom studio, artist-in-residence workspace, and multipurpose rooms that are rented to artists and community groups at affordable rates. The member-based nonprofit, led by a community board, sustains year-round creative activity and shared event programming.","Underinvestment in Arts, Culture, and Recreation","Community Arts Hub (repurpose vacant buildings): Transform underused municipal or commercial spaces into multi-use arts hubs managed by a community board, offering studios, rehearsal rooms, exhibition space and shared event areas at reduced rent.",Structural Economic Scale and Capital Constraints,"396 St. George Street, Annapolis Royal, NS B0S 1A0",https://arcac.ca/,arcac@arcac.ca,44.742192,-65.5152717
Halifax Fringe Festival,Halifax Fringe Festival Society,"An annual multi-venue performing arts festival that programs pop-up theatre, comedy, dance, and music in unconventional spaces across Halifax and Dartmouth, including bars, galleries, storefronts, and outdoor sites. By activating temporary stages and short-term venues, the festival tests audience demand in different neighbourhoods and helps artists and organizers pilot concepts that can grow into longer-term offerings.","Underinvestment in Arts, Culture, and Recreation","Pop-up and Mobile Venues: Organize rotating pop-up shows, performances and markets in vacant storefronts, parks and community centres to activate spaces and test demand for long-term venues.",Structural Economic Scale and Capital Constraints,"2203 Gottingen Street, Halifax, NS B3K 3B5",https://www.halifaxfringe.ca,info@halifaxfringe.ca,44.6532641,-63.5849809
STAGES Theatre Festival,Eastern Front Theatre,"Eastern Front Theatre’s annual festival showcases new and experimental work using site-specific and pop-up venues throughout downtown Dartmouth and Halifax—such as storefronts, waterfront spaces, and community hubs. These rotating temporary stages bring live performance to public places, animating underused areas and gauging interest that can inform future, longer-term venue development.","Underinvestment in Arts, Culture, and Recreation","Pop-up and Mobile Venues: Organize rotating pop-up shows, performances and markets in vacant storefronts, parks and community centres to activate spaces and test demand for long-term venues.",Structural Economic Scale and Capital Constraints,"2 Ochterloney Street, Dartmouth, NS B2Y 4W1",https://www.easternfronttheatre.com,info@easternfronttheatre.com,44.6644002,-63.5701366
Downtown Sydney Night Market,Downtown Sydney Development Association,"A recurring summer series that transforms Charlotte Street and adjacent public spaces into a pop-up marketplace with local vendors, artisans, food, and live entertainment. By temporarily pedestrianizing streets and activating storefronts and plazas, the Night Market tests demand for year-round retail and cultural programming while drawing people back to the urban core.","Underinvestment in Arts, Culture, and Recreation","Pop-up and Mobile Venues: Organize rotating pop-up shows, performances and markets in vacant storefronts, parks and community centres to activate spaces and test demand for long-term venues.",Structural Economic Scale and Capital Constraints,"275 Charlotte Street, Sydney, NS B1P 1C7",https://www.downtownsydney.ca,info@downtownsydney.ca,46.1389039,-60.1948084
Gritty to Pretty Placemaking Grant Program,Downtown Halifax Business Commission,"Downtown Halifax Business Commission provides small, fast-turnaround grants to artists and community groups to create public art and placemaking projects such as murals, storefront installations, and pop-up activations. Funded by local businesses through the business improvement district, the program functions as a community microgrant, seeding grassroots cultural projects that animate public space and expand year-round arts programming.","Underinvestment in Arts, Culture, and Recreation","Community Microgrant Program: Establish a locally funded microgrant program (crowdfunded or supported by businesses) that provides small, rapid grants to artists and grassroots organizers for projects and programming.",Structural Economic Scale and Capital Constraints,"1546 Barrington Street, Suite 104, Halifax, NS B3J 2A2",https://downtownhalifax.ca,info@downtownhalifax.ca,44.6449202,-63.5731504
Music Nova Scotia Investment Program (Artist Development & Project Grants),Music Nova Scotia,"Music Nova Scotia administers small project grants to Nova Scotia musicians and music entrepreneurs for activities like recording, marketing, touring, and showcases. These microgrants provide rapid, targeted support to individual artists and grassroots organizers to create and present work, expand programming, and build sustainable careers in the cultural sector.","Underinvestment in Arts, Culture, and Recreation","Community Microgrant Program: Establish a locally funded microgrant program (crowdfunded or supported by businesses) that provides small, rapid grants to artists and grassroots organizers for projects and programming.",Structural Economic Scale and Capital Constraints,"2169 Gottingen Street, Halifax, NS B3K 3B5",https://www.musicnovascotia.ca/programs/funding/,info@musicnovascotia.ca,44.6528555,-63.5844013
Corporate Art Rental Program,Art Sales & Rental Society (in association with the Art Gallery of Nova Scotia),"Art Sales & Rental Society connects Nova Scotian artists with corporate clients by curating, renting, and selling artwork for offices, storefronts, hotels, and public-facing spaces. Through ongoing rotations, commissions, and tailored placements, businesses sponsor and showcase local art while artists gain steady revenue, professional exposure, and promotional support.","Underinvestment in Arts, Culture, and Recreation","Business–Arts Partnership Network: Build formal partnerships between local businesses and artists (sponsorships, storefront exhibitions, commissioning, cross-promotion) to generate revenue and exposure for creators.",Structural Economic Scale and Capital Constraints,"1723 Hollis Street, Halifax, NS B3J 1V9",https://www.artsalesandrental.ca,info@artsalesandrental.ca,44.6480407,-63.5728911
Writers in the Schools (WITS),Writers’ Federation of Nova Scotia,"WITS pairs published authors, poets, and storytellers with schools across Nova Scotia for paid classroom visits and multi-visit residencies that develop students’ writing and storytelling skills. Through mentorship, readings, and workshops, local writers share craft knowledge and foster youth engagement with language arts in partnership with teachers and community groups.","Underinvestment in Arts, Culture, and Recreation","Artist Residency and School Mentorships: Match local artists with schools and community groups for in-residence projects, skill-sharing and paid mentorship that strengthens intergenerational connections and keeps youth engaged.",Structural Economic Scale and Capital Constraints,"1113 Marginal Road, Halifax, NS B3H 4P7",https://writers.ns.ca,wits@writers.ns.ca,44.6393248,-63.5661532
ArtsReach School & Community Outreach,The Ross Creek Centre for the Arts,"ArtsReach brings professional artists from multiple disciplines into rural schools and community organizations for paid residencies, collaborative projects, and mentorship. The program supports hands-on learning and intergenerational skill-sharing, and Ross Creek’s on-site artist residencies include outreach that keeps local youth engaged year-round.","Underinvestment in Arts, Culture, and Recreation","Artist Residency and School Mentorships: Match local artists with schools and community groups for in-residence projects, skill-sharing and paid mentorship that strengthens intergenerational connections and keeps youth engaged.",Structural Economic Scale and Capital Constraints,"555 Ross Creek Road, Canning, NS B0P 1H0",https://artscentre.ca/,mail@artscentre.ca,45.1577166,-64.4209904
PERFORM! Artist in the Schools Program,Theatre Nova Scotia,"PERFORM! connects professional theatre artists and companies with Nova Scotia schools for subsidized, paid workshops and in-class residencies in acting, playwriting, movement, and production. Artists mentor students and collaborate with educators on project-based learning that strengthens community ties and deepens youth engagement in the performing arts.","Underinvestment in Arts, Culture, and Recreation","Artist Residency and School Mentorships: Match local artists with schools and community groups for in-residence projects, skill-sharing and paid mentorship that strengthens intergenerational connections and keeps youth engaged.",Structural Economic Scale and Capital Constraints,"1113 Marginal Road, Halifax, NS B3H 4P7",https://www.theatrens.ca/perform,perform@theatrens.ca,44.6393248,-63.5661532
ViewPoint Gallery,ViewPoint Gallery Cooperative,"An artist-run photography cooperative where member photographers co-manage the gallery, share staffing and curation duties, and split operating costs through dues and commissions. The cooperative model provides equitable access to exhibition slots, professional development, and shared marketing that would be cost-prohibitive individually. Sales revenue returns primarily to artists with a modest commission sustaining the gallery, keeping participation affordable.","Underinvestment in Arts, Culture, and Recreation","Cooperative Theatre/Gallery Models: Form artist-run cooperatives to operate theatres, galleries and rehearsal spaces democratically, sharing costs, booking and revenue to lower barriers for participants.",Structural Economic Scale and Capital Constraints,"1459 Brenton Street, Halifax, NS B3J 1H8",https://www.viewpointgallery.ca,info@viewpointgallery.ca,44.6418673,-63.5782331
ART 1274 Hollis Gallery,ART 1274 Hollis Cooperative Gallery,"A downtown Halifax artists’ cooperative gallery where member artists jointly operate the space, schedule exhibitions, and staff the gallery. Members pool resources to cover rent, marketing, and administration, while gallery sales use a commission model that sustains operations and returns revenue to artists. This shared, democratic structure reduces individual costs and provides ongoing exhibition opportunities.","Underinvestment in Arts, Culture, and Recreation","Cooperative Theatre/Gallery Models: Form artist-run cooperatives to operate theatres, galleries and rehearsal spaces democratically, sharing costs, booking and revenue to lower barriers for participants.",Structural Economic Scale and Capital Constraints,"1274 Hollis Street, Halifax, NS B3J 1T6",https://www.art1274hollis.ca,art1274hollis@gmail.com,44.6417636,-63.5699961
Lunenburg Art Gallery,Lunenburg Art Gallery Society,"A member-run, cooperative gallery in historic Lunenburg where local artists collaboratively manage exhibitions, staffing, and programming. Operating costs are shared through membership and commissions, and decisions are made democratically by the artist members. The co-op model provides an accessible, year-round venue for artists to show and sell work, strengthening the cultural vitality of the community.","Underinvestment in Arts, Culture, and Recreation","Cooperative Theatre/Gallery Models: Form artist-run cooperatives to operate theatres, galleries and rehearsal spaces democratically, sharing costs, booking and revenue to lower barriers for participants.",Structural Economic Scale and Capital Constraints,"194B Lincoln Street, Lunenburg, NS B0J 2C0",https://www.lunenburgartgallery.com,info@lunenburgartgallery.com,44.3784131,-64.3161593
Folk Harbour Concert Series (plus Lunenburg Folk Harbour Festival),Lunenburg Folk Harbour Society,"Beyond its flagship summer festival, Folk Harbour runs a curated concert series through fall, winter, and spring in partnership with local venues and community groups. This coordinated, seasonal programming keeps live music active year-round in Lunenburg, staggering events across months and leveraging a coalition of hosts (churches, halls, and cultural spaces) to sustain cultural vibrancy.","Underinvestment in Arts, Culture, and Recreation","Year-Round Programming Consortium: Coordinate a coalition of festivals, venues and community groups to produce staggered, seasonal programming so cultural activity continues throughout the year rather than peaking only in summer.",Structural Economic Scale and Capital Constraints,"125 Montague Street, Lunenburg, NS B0J 2C0",https://www.folkharbour.com,info@folkharbour.com,44.3764743,-64.3093328
Symphony Nova Scotia Season & Community Concerts,Symphony Nova Scotia,"Symphony Nova Scotia presents a full September–May season of classical, pops, and family programs across multiple partner venues (e.g., Rebecca Cohn Auditorium, Alderney Landing) and collaborates with schools and community groups for outreach concerts. This multi-venue, multi-partner approach staggers programming across the calendar, distributing cultural activity beyond summer and into regular, year-round offerings.","Underinvestment in Arts, Culture, and Recreation","Year-Round Programming Consortium: Coordinate a coalition of festivals, venues and community groups to produce staggered, seasonal programming so cultural activity continues throughout the year rather than peaking only in summer.",Structural Economic Scale and Capital Constraints,"1800 Argyle Street, Suite 504, Halifax, NS B3J 3N8",https://www.symphonynovascotia.ca,info@symphonynovascotia.ca,44.6482199,-63.5767414
Wonder’neath Studios and Community Studio,Wonder’neath Art Society,"Wonder’neath Art Society rehabilitated a former commercial/light-industrial building in Halifax’s North End into a network of private artist studios and a public community studio. As a non-profit, it provides subsidized, secure studio rentals to local artists and sustains affordability through grants, donations, and partnerships with community organizations. This conversion expands year-round, affordable creative workspace while supporting public arts programming.","Underinvestment in Arts, Culture, and Recreation","Affordable Studio Conversion Initiative: Organize community investment and partnerships with non-profits to convert low-cost housing or light industrial spaces into long-term, affordable artist studios with secure leases.",Structural Economic Scale and Capital Constraints,"2482 Maynard Street, Halifax, NS B3K 3V4",https://www.wonderneath.com,info@wonderneath.com,44.6546632,-63.5911133
Open Studio,Wonder’neath Art Society,"Wonder’neath’s Open Studio invites neighbours of all ages and backgrounds to create art together in a free, welcoming space. Through collaborative projects like community murals and shared art-making sessions, the program builds relationships across differences, encourages dialogue, and uses the arts to co-create solutions that reflect local voices.",Inclusion and Discrimination,"Intercultural Community Exchanges and Shared Projects: Facilitate regular intercultural dialogues, community arts collaborations, and neighbourhood improvement projects that bring diverse groups together to build relationships, reduce prejudice and co-create solutions.",Structural Economic Scale and Capital Constraints,"2482 Maynard Street, Halifax, NS B3K 3V5",https://www.wonderneath.com,info@wonderneath.com,44.6546632,-63.5911133
Parrsboro Creative – Artist Relocation Program and Cultural Campus,Parrsboro Creative,"Parrsboro Creative partners with property owners and the municipality to repurpose vacant and underused Main Street buildings into affordable artist studios and live/work spaces. The non-profit helps artists secure stable leases and supports build-outs and conversions, using grants and community investment to keep costs low. This initiative builds a year-round creative district that attracts and retains artists in rural Nova Scotia.","Underinvestment in Arts, Culture, and Recreation","Affordable Studio Conversion Initiative: Organize community investment and partnerships with non-profits to convert low-cost housing or light industrial spaces into long-term, affordable artist studios with secure leases.",Structural Economic Scale and Capital Constraints,"115 Main Street, Parrsboro, NS B0M 1S0",https://parrsborocreative.com,info@parrsborocreative.com,45.402273,-64.3282053
Radstorm,Radstorm,"Radstorm is a member-run arts and music collective that lets artists exchange volunteer time and technical help for access to rehearsal space, show bookings, and shared studios (screenprinting, zine library, etc.). By staffing shows, running sound, helping with maintenance, or mentoring others, members effectively ‘pay’ with time instead of cash, lowering costs for creatives and keeping space accessible.","Underinvestment in Arts, Culture, and Recreation","Timebanking and Barter Networks for Space/Skills: Set up a local timebank where creatives can trade rehearsal time, tutoring, venue management and technical skills instead of paying cash, reducing operating costs and building reciprocity.",Structural Economic Scale and Capital Constraints,"2177 Gottingen Street, Halifax, NS B3K 3B3",https://radstorm.org,radstormhalifax@gmail.com,44.6529081,-63.5844735
Anchor Archive Zine Library,Anchor Archive Zine Library,"Anchor Archive is a volunteer-run zine and print resource that enables people to trade volunteer shifts and skill-sharing (cataloguing, event hosting, RISO/screenprinting support) for access to tools, production time, and space. This barter-style model reduces cash barriers for artists and writers while building a reciprocal network for tutoring, workshop facilitation, and production support.","Underinvestment in Arts, Culture, and Recreation","Timebanking and Barter Networks for Space/Skills: Set up a local timebank where creatives can trade rehearsal time, tutoring, venue management and technical skills instead of paying cash, reducing operating costs and building reciprocity.",Structural Economic Scale and Capital Constraints,"2177 Gottingen Street, Halifax, NS B3K 3B3",https://anchorarchive.org,anchorarchive@gmail.com,44.6529081,-63.5844735
The Deanery Project,The Deanery Project,"The Deanery Project is a rural arts, environment, and community hub that offers work-trade arrangements—volunteer hours in facilities, events, teaching, or technical support can be exchanged for studio/workshop access, rehearsal/event space, and training. This practice functions as a timebank for creatives, reducing cash costs while building local capacity in venue operations and hands-on technical skills.","Underinvestment in Arts, Culture, and Recreation","Timebanking and Barter Networks for Space/Skills: Set up a local timebank where creatives can trade rehearsal time, tutoring, venue management and technical skills instead of paying cash, reducing operating costs and building reciprocity.",Structural Economic Scale and Capital Constraints,"37 Deanery Road, Lower Ship Harbour, NS B0J 1Y0",https://www.thedeaneryproject.com,info@thedeaneryproject.com,44.7934935,-62.8436466
Youth Media & Storytelling Camps,The Deanery Project,"The Deanery Project runs seasonal camps and labs where rural youth learn filmmaking, podcasting, and zine-making to document community stories on topics like coastal change, transportation, and rural livelihoods. Youth-led projects are screened at community festivals and town halls attended by residents and local officials, helping surface recommendations from young people to decision-makers.",Youth Voice and Civic Influence,"Youth‑Led Cultural and Storytelling Projects: Support youth in producing community storytelling, festivals, zines and digital media that surface local issues and recommendations to decision-makers and the broader public.",Structural Economic Scale and Capital Constraints,"37 Deanery Road, Lower Ship Harbour, NS B0J 1Y0",https://www.thedeaneryproject.com,info@thedeaneryproject.com,44.7934935,-62.8436466
Lumière Cape Breton: Art at Night,Cape Breton Centre for Craft & Design,"Lumière commissions site-specific installations, performances, and community projects that transform downtown Sydney and nearby public spaces into open-air galleries. By activating streetscapes, storefronts, and civic squares with contemporary art, the festival draws significant audiences, supports local creators, and leaves behind cultural touchpoints that encourage ongoing public engagement with the arts.","Underinvestment in Arts, Culture, and Recreation","Public Art and Placemaking Projects: Commission community-led murals, performances and installations that beautify public spaces, attract visitors and create year-round cultural landmarks.",Structural Economic Scale and Capital Constraints,"322 Charlotte Street, Sydney, NS B1P 1C8",https://lumierecb.com,info@capebretoncraft.com,46.1379353,-60.1949412
Keep the HAT – Community Crowdfunding and Godparent Program,Highland Arts Theatre,"Highland Arts Theatre runs an ongoing local crowdfunding effort via its website and CanadaHelps, including the ‘Godparent’ monthly donor program and time-limited matching challenges from local businesses and philanthropists. These matched-fund rounds finance venue maintenance and upgrades, production equipment, and sustained year-round programming that engages youth and emerging artists in Cape Breton.","Underinvestment in Arts, Culture, and Recreation","Local Crowdfunding and Community Investment Platform: Host a community crowdfunding portal with matched-fund rounds from local donors or municipalities to finance venue upgrades, equipment purchases and program development.",Structural Economic Scale and Capital Constraints,"40 Bentinck Street, Sydney, NS B1P 1G2",https://www.highlandartstheatre.com,boxoffice@highlandartstheatre.com,46.1385769,-60.1939016
HAT Online (Highland Arts Theatre),Highland Arts Theatre,"HAT Online offers live-streamed and on-demand performances by Cape Breton artists with digital ticketing and memberships, allowing creators to earn income without venue constraints. The platform also promotes upcoming shows and community events, helping local performers connect with province-wide and global audiences year-round.","Underinvestment in Arts, Culture, and Recreation","Local Digital Platform for Promotion and Sales: Build a community-run online marketplace and streaming/promo platform where local artists can sell work, advertise events and connect with audiences beyond physical venue limits.",Structural Economic Scale and Capital Constraints,"40 Bentinck Street, Sydney, NS B1P 1G2",https://www.highlandartstheatre.com,boxoffice@highlandartstheatre.com,46.1385769,-60.1939016
HAT Academy (Pay-What-You-Can Arts Training),Highland Arts Theatre,"The HAT Academy offers inclusive theatre, music and dance training for children and youth in Cape Breton with a Pay-What-You-Can tuition model and bursaries so no one is turned away. The company partners with schools and community groups to reach youth in underserved neighborhoods and provides materials and supportive instruction to meet diverse needs. Sliding fees and outreach expand participation in the arts and foster a sense of belonging.",Inclusion and Discrimination,"Accessible Arts, Sports and Recreation Programs: Fund inclusive arts, sports and recreation programs with sliding-fee scales, adapted equipment, transit supports and outreach to marginalized neighbourhoods to broaden participation and community connection.",Structural Economic Scale and Capital Constraints,"40 Bentinck Street, Sydney, NS B1P 1G2",https://www.highlandartstheatre.com,info@highlandartstheatre.com,46.1385769,-60.1939016
Chester Playhouse Rebuild Community Fundraising,Chester Playhouse,"Following a 2021 fire, Chester Playhouse launched a community crowdfunding campaign through its website/CanadaHelps with periodic local matching-gift rounds, combined with municipal and provincial contributions. The matched funds supported reconstruction of the theatre, purchase of stage and sound equipment, and the restoration of diverse, year-round programming for the community.","Underinvestment in Arts, Culture, and Recreation","Local Crowdfunding and Community Investment Platform: Host a community crowdfunding portal with matched-fund rounds from local donors or municipalities to finance venue upgrades, equipment purchases and program development.",Structural Economic Scale and Capital Constraints,"22 Pleasant Street, Chester, NS B0J 1J0",https://www.chesterplayhouse.ca,info@chesterplayhouse.ca,44.5384113,-64.2407541
Neptune Theatre Donor‑Matched Crowdfunding Campaigns,Neptune Theatre,"Neptune Theatre regularly runs donor-matched crowdfunding drives on its website and social channels, where local sponsors match community gifts during specific campaign windows. These matched-fund rounds are directed to facility improvements (lighting, accessibility, seating), essential production equipment, and program development that provides opportunities for young artists and audiences in Halifax.","Underinvestment in Arts, Culture, and Recreation","Local Crowdfunding and Community Investment Platform: Host a community crowdfunding portal with matched-fund rounds from local donors or municipalities to finance venue upgrades, equipment purchases and program development.",Structural Economic Scale and Capital Constraints,"1593 Argyle Street, Halifax, NS B3J 2B2",https://www.neptunetheatre.com,info@neptunetheatre.com,44.6459551,-63.5739761
Neptune Theatre Pay-What-You-Can and Accessible Performances,Neptune Theatre,"Neptune Theatre offers pay-what-you-can performances, relaxed performances, and ASL-interpreted shows, alongside discounted youth tickets, to make professional theatre accessible. By combining accessible pricing with an accessible downtown venue and youth-engagement initiatives, Neptune lowers cost and physical barriers so young people can attend, learn, and lead in the arts.","Underinvestment in Arts, Culture, and Recreation","Accessible, Inclusive Programming and Supports: Design programming with barrier-reduction in mind (sliding-scale fees, childcare at events, accessible venues, transportation supports) to ensure diverse youth can participate and lead.",Structural Economic Scale and Capital Constraints,"1593 Argyle Street, Halifax, NS B3J 2B2",https://www.neptunetheatre.com,boxoffice@neptunetheatre.com,44.6459551,-63.5739761
Craft Apprenticeship Program (CAP),Cape Breton Centre for Craft & Design,"CAP pairs emerging craftspeople with established artisans and studios for paid, time-limited apprenticeships on Cape Breton Island. Apprentices receive stipends while learning production techniques, business operations, and participation in creative markets/events. The program directly implements the solution by creating compensated, mentored placements that launch youth into sustainable creative production careers.","Underinvestment in Arts, Culture, and Recreation","Paid Youth Apprenticeships and Gig Platforms: Develop municipal or business-subsidized paid apprenticeship programs and a local gig board that connects young creatives with short-term paid opportunities in events, production and arts administration.",Structural Economic Scale and Capital Constraints,"322 Charlotte Street, Sydney, NS B1P 1C8",https://capebretoncraft.com,info@capebretoncraft.com,46.1379353,-60.1949412
