Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
CSA Workshare Program,TapRoot Farms,"TapRoot Farms offers workshare positions where participants contribute set weekly hours on the farm in exchange for CSA shares or farm credits. This time-for-food exchange functions as a complementary-currency system that helps young people offset grocery costs, gain agricultural skills, and form supportive relationships within the local food community.",Wage Competitiveness Gap,"Time Banks and Community Currency: Local time-banking or complementary-currency systems allow young people to exchange services (childcare, tutoring, trades help) to reduce living costs and supplement monetary income while strengthening social ties.",Talent and Mobility System Misalignment,"1736 Church Street, Port Williams, NS B0P 1T0",https://www.taprootfarms.ca,info@taprootfarms.ca,45.1146515,-64.3948592
HEAT Fund (Home Energy Assistance Top-up),The Salvation Army Maritime Division (in partnership with Nova Scotia Power Inc.),"The HEAT Fund provides one-time emergency financial assistance for home heating costs to eligible Nova Scotians, delivered by The Salvation Army in partnership with Nova Scotia Power. By covering urgent utility shortfalls, the fund prevents service disconnections and housing instability for working households, helping young workers remain housed and employed while managing seasonal or wage-related gaps.",Wage Competitiveness Gap,"Micro-Loan & Emergency Savings Programs: Community credit unions and foundations offer small low-interest loans, matched-savings, or emergency funds for young workers to handle relocation costs, training, or shortfalls, improving financial stability and retention.",Talent and Mobility System Misalignment,"2044 Gottingen Street, Halifax, NS B3K 3A7",https://www.nspower.ca/heatfund,,44.6510699,-63.5822932
Antigonish Affordable Housing Society,Antigonish Affordable Housing Society,"AAHS develops, owns, and stewards non-market rental housing on land it holds in perpetuity, including its Appleseed Court development. The Society retains land ownership while leasing homes to tenants at below-market rents, ensuring the property remains community-owned and protected from speculation—functionally implementing a community land trust model for permanent affordability.",Housing Affordability and Supply Constraints,"Community Land Trust (CLT): Form a locally governed CLT to acquire and hold land for permanently affordable housing, leasing homes to residents while keeping land ownership in community hands to prevent speculation.",Talent and Mobility System Misalignment,"12 Appleseed Drive, Antigonish, NS B2G 0G5",https://antigonishaffordablehousing.ca,info@antigonishaffordablehousing.ca,45.6176146,-62.0094279
Halifax Community Land Trust,Halifax Community Land Trust Society,"A locally governed, nonprofit community land trust working to acquire and steward land in Halifax for permanently affordable housing. It implements the CLT model by keeping land in community ownership and offering long-term, renewable ground leases to partner co-ops and nonprofit developers, ensuring resale restrictions and community stewardship prevent speculation and keep homes affordable in perpetuity.",Housing Affordability and Supply Constraints,"Community Land Trust (CLT): Form a locally governed CLT to acquire and hold land for permanently affordable housing, leasing homes to residents while keeping land ownership in community hands to prevent speculation.",Talent and Mobility System Misalignment,"5557 Cunard Street, Halifax, NS B3K 1C5",https://halifaxclt.ca,info@halifaxclt.ca,44.652856,-63.586588
Secondary Suites Guidance and Permitting,Town of Truro (Planning & Development),"The Town of Truro offers information for homeowners on adding secondary suites, including eligibility, design and building code considerations, and the steps to apply for development and building permits. Planning staff provide permit-navigation support and can review concept plans, helping residents convert basements or create accessory apartments that expand local rental supply.",Housing Affordability and Supply Constraints,"Accessory Dwelling Unit (ADU) Promotion: Help homeowners add suites, garden apartments, or basement units by organizing design workshops, a local ADU guide, and a volunteer permit-navigation helpdesk.",Talent and Mobility System Misalignment,"695 Prince Street, Truro, NS B2N 1G5",https://www.truro.ca,planning@truro.ca,45.3653532,-63.280498
AKOMA Village Redevelopment,AKOMA Holdings Incorporated,"AKOMA is transforming the former Nova Scotia Home for Colored Children campus by adaptively reusing vacant institutional buildings and adding infill to create a mixed-use community with affordable rental housing. The community-led initiative has conducted feasibility and planning with residents of the Preston area and leverages blended financing, including philanthropy, community fundraising, and government programs like the Rapid Housing Initiative, to deliver conversions and renovations int...",Housing Affordability and Supply Constraints,Adaptive Reuse of Vacant Buildings: Coordinate community-led feasibility studies and fundraising to convert vacant commercial or institutional buildings into affordable rental or mixed-use housing.,Talent and Mobility System Misalignment,"19 Wilfred Jackson Way, Dartmouth, NS B2Z 1A8",https://akomaholdings.com,info@akomaholdings.com,44.6799707,-63.5720232
Nova Scotia Housing Hub,Nova Scotia Co-operative Council,"The Housing Hub convenes municipalities, co-ops, and non-profits, and helps package multiple small affordable projects into shared, off‑site construction procurements. By pre-qualifying modular/panelized builders, standardizing designs, and coordinating bulk orders, the Hub reduces cost and risk for community developers and accelerates delivery—functioning as a local consortium that commissions modular units at scale. It also provides development support and financing pathways so community gr...",Housing Affordability and Supply Constraints,"Modular/Prefab Project Pool: Create a local consortium to commission modular or prefab units in bulk for faster, cheaper construction for non-profits and community builders.",Talent and Mobility System Misalignment,"7071 Bayers Road, Suite 1110, Halifax, NS B3L 2C2",https://nshousinghub.ca,info@nscooperativecouncil.ca,44.6541222,-63.6273462
Kentville Modular Shelter Village (Pallet shelters),The Portal Youth Outreach Association,"The Portal operates a prefab shelter village in Kentville using Pallet units that were centrally procured and delivered through a provincial program. By relying on a bulk purchase of standardized prefab units and shared vendor relationships, the model cuts lead times and unit costs while enabling a local non‑profit to focus on services—mirroring a modular project pool. The result is rapid, lower‑cost capacity that relieves pressure on the housing system and supports young people and families ...",Housing Affordability and Supply Constraints,"Modular/Prefab Project Pool: Create a local consortium to commission modular or prefab units in bulk for faster, cheaper construction for non-profits and community builders.",Talent and Mobility System Misalignment,"437 Main Street, Kentville, NS B4N 3X2",https://portalyouth.ca,info@portalyouth.ca,45.0776252,-64.4974709
Keltic Lodge Staff Housing,Keltic Lodge at the Highlands,"Keltic Lodge at the Highlands provides on-site and nearby staff housing and collaborates with local property owners in Ingonish to offer additional rooms for seasonal employees. This employer-assisted accommodation pool guarantees occupancy for workers, helping the lodge attract and retain staff in a rural area with limited rental supply while reducing commuting barriers and stabilizing its workforce.",Housing Affordability and Supply Constraints,"Employer–Community Housing Partnerships: Facilitate partnerships between local employers and community organizations to develop workforce housing, employer-assisted rental pools, or guaranteed occupancy schemes.",Talent and Mobility System Misalignment,"383 Middle Head Peninsula, Ingonish Beach, NS B0C 1L0",https://kelticlodge.ca,info@kelticlodge.ca,46.6378698,-60.4096494
Loan Guarantee Program for On‑Reserve Housing in Nova Scotia,First Nations Market Housing Fund,"The First Nations Market Housing Fund partners with Mi’kmaq communities in Nova Scotia to provide credit enhancement (guarantees) and capacity support that backstop lenders on mortgages and small-scale community housing projects on reserve. Its pooled guarantee effectively de‑risks loans made by credit unions and banks to eligible households and local developers, enabling construction and ownership where traditional collateral is limited. This model directly reduces lending barriers for first...",Housing Affordability and Supply Constraints,Community Mortgage Guarantee Pool: Create a pooled guarantee or micro-lender standby from local investors and credit unions to reduce lending barriers for small-scale affordable developments and first-time buyers.,Talent and Mobility System Misalignment,"50 O'Connor Street, Suite 700, Ottawa, ON K1P 6L2",https://www.fnmhf.ca,info@fnmhf.ca,45.4209582,-75.6987828
Business Instant Savings (Distributor Point-of-Sale Rebates),Efficiency Nova Scotia (EfficiencyOne),"Efficiency Nova Scotia negotiates province-wide agreements with distributors and contractors to provide immediate, point-of-sale discounts on retrofit materials and equipment (e.g., lighting, controls, HVAC/heat pumps). By pooling market demand and standardizing incentives, the program functions as a bulk purchasing mechanism that lowers upfront material and installation costs for small contractors, businesses, and non-profit housing providers undertaking renovations.",Housing Affordability and Supply Constraints,"Bulk Purchasing Coop for Materials: Organize bulk-buying cooperatives for construction materials and trades services to lower costs for small builders, renovations, and non-profit housing projects.",Talent and Mobility System Misalignment,"230 Brownlow Avenue, Suite 300, Dartmouth, NS B3B 0G5",https://www.efficiencyns.ca/business/instant-savings/,info@efficiencyns.ca,44.6961793,-63.5809694
Halifax Centre Plan (Packages A & B) – Established Residential 'Missing Middle' Policies,Halifax Regional Municipality – Planning & Development,"Halifax Regional Municipality’s Centre Plan updates enable gentle density in established neighbourhoods by permitting forms such as townhouses, triplexes, and low-rise infill in ER zones, with clear built-form standards to fit local character. The plan was co-developed with extensive public engagement to identify appropriate infill areas and includes a Design Manual and monitoring framework that document best practices and lessons learned for broader application across the city.",Housing Affordability and Supply Constraints,"Neighbourhood Infill and 'Missing Middle' Pilots: Work with residents and planners to identify sites for gentle density pilots (duplexes, triplexes, townhouses) and document best practices for broader adoption.",Talent and Mobility System Misalignment,"5251 Duke Street, Halifax, NS B3J 1P3",https://www.halifax.ca,contactus@halifax.ca,44.6492689,-63.5761344
Town of Bridgewater Municipal Planning Strategy & Land Use By-law – Accessory Dwelling and Infill Housing,Town of Bridgewater – Planning Department,"Bridgewater’s planning framework permits accessory dwelling units (secondary and backyard suites) and supports small-scale infill like duplexes and townhouses in appropriate residential areas to incrementally add housing supply. The Town provides pre-application support and publishes planning documents and guidance that outline standards and processes, helping to document best practices for gentle density that can be replicated by local builders and homeowners.",Housing Affordability and Supply Constraints,"Neighbourhood Infill and 'Missing Middle' Pilots: Work with residents and planners to identify sites for gentle density pilots (duplexes, triplexes, townhouses) and document best practices for broader adoption.",Talent and Mobility System Misalignment,"60 Pleasant Street, Bridgewater, NS B4V 3X9",https://www.bridgewater.ca,info@bridgewater.ca,44.3755744,-64.5223664
Residential Tenancies Program (Dispute Resolution & Mediation),Government of Nova Scotia – Service Nova Scotia (Residential Tenancies Program),"The provincial Residential Tenancies Program administers Nova Scotia’s Residential Tenancies Act and provides dispute resolution services, including mediation and adjudication between landlords and tenants. By offering accessible processes, information, and forms to resolve rent, repair, and eviction issues, the program helps stabilize tenancies and reduce preventable displacement across the province.",Housing Affordability and Supply Constraints,"Tenant Support and Mediation Services: Fund community-led tenant education, legal clinics, and mediation services to improve renter stability and reduce displacement.",Talent and Mobility System Misalignment,"300 Horseshoe Lake Drive, Halifax, NS B3S 0B7",https://beta.novascotia.ca/residential-tenancies,,44.6384245,-63.6727159
English Language Studies Homestay,Dalhousie University – English Language Studies,"Dalhousie University’s English Language Studies (ELS) facilitates homestay placements, connecting students with vetted Halifax-area homeowners who have available rooms. This home-sharing model provides affordable, supportive living arrangements that encourage daily interaction and cultural learning while easing pressure on the local rental supply.",Housing Affordability and Supply Constraints,"Home-Sharing and Intergenerational Matching: Run a local home-share program that matches homeowners with spare rooms to students, young families, or seniors to provide affordable housing and companionship.",Talent and Mobility System Misalignment,"6299 South Street, Halifax, NS B3H 4R2",https://www.dal.ca,els@dal.ca,44.6361402,-63.593144
Halifax Electrical JATC (Joint Apprenticeship & Training Committee),IBEW Local 625 and the Electrical Contractors Association of Nova Scotia (ECANS),"The Halifax Electrical JATC, operated by IBEW Local 625 and signatory contractors, provides apprenticeship intakes, classroom instruction, and hands-on labs for electricians, and dispatches apprentices to local employers. This employer-union training hub directly links training to job placements on residential and commercial projects, growing the skilled workforce and helping contractors meet housing construction timelines.",Housing Affordability and Supply Constraints,Local Trades Training and Apprenticeship Hubs: Partner with colleges and contractors to create community-based training programs that grow the local construction workforce and reduce labour bottlenecks.,Talent and Mobility System Misalignment,"14 McQuade Lake Crescent, Halifax, NS B3S 1B6",https://www.halifaxjatc.ca,info@ibew625.ca,44.6379501,-63.667091
Parent & Child (Early Years) Cooperative Program,South Shore Waldorf School & Kindergarten,"South Shore Waldorf School’s Parent & Child program offers a cooperative early-years model where families share responsibilities and fees to run small-group, play-based sessions facilitated by an educator. Parents rotate support roles and co-manage scheduling and logistics, creating affordable, community-rooted childcare pods that can bridge to more formal licensed care as demand and capacity grow.",Childcare Access and Affordability,"Parent-led Childcare Co-operatives: Families organize and operate cooperative childcare pods that share caregiving responsibilities, rotating duties and pooling fees to create affordable, licensed or unlicensed options that meet local needs while pursuing provincial licensing where feasible.",Talent and Mobility System Misalignment,"64 School Road, Blockhouse, NS B0J 1E0",https://www.sswaldorf.ca,info@sswaldorf.ca,44.4486635,-64.4182256
Northwood Child Care Centre,Northwoodcare Inc.,"Within Northwood’s Halifax campus, this licensed childcare service operates alongside a large non-profit continuing care organization, creating an intergenerational and community hub model. It supports Northwood employees with priority access and flexible scheduling while also serving neighbourhood families, demonstrating an employer–non-profit partnership that shares space, resources, and staffing to expand affordable childcare access close to work.",Childcare Access and Affordability,"Employer-Community Childcare Partnerships: Local employers partner with municipalities and non-profits to create onsite or near-site childcare hubs, offering subsidies, shared staffing, flexible schedules and priority placement for workers from small and medium businesses.",Talent and Mobility System Misalignment,"2615 Northwood Terrace, Halifax, NS B3K 3S5",https://northwood.care,info@northwood.care,44.6573421,-63.5919903
Greenwood Military Family Resource Centre (GMFRC) Childcare & Respite Services,Greenwood Military Family Resource Centre,"The GMFRC partners with the Department of National Defence to provide on-base and near-base childcare supports (including casual, emergency, and respite care) tailored to the irregular hours of military and civilian defence employees. As an employer–non-profit model, it offers priority access for CAF families, flexible scheduling, and coordinated community referrals, reducing barriers to workforce participation for young parents employed on or near 14 Wing Greenwood.",Childcare Access and Affordability,"Employer-Community Childcare Partnerships: Local employers partner with municipalities and non-profits to create onsite or near-site childcare hubs, offering subsidies, shared staffing, flexible schedules and priority placement for workers from small and medium businesses.",Talent and Mobility System Misalignment,"24 School Road, Greenwood, NS B0P 1N0",https://www.cafconnection.ca/Greenwood,,44.9724526,-64.9272443
Northside TimeBank,Northside Rising (Inspiring Communities),"Northside TimeBank enables residents of the Northside (Cape Breton Regional Municipality) to exchange services using time credits, including parent-to-parent childcare swaps. The program outlines categories for child-related support and helps participating caregivers complete vulnerable sector and child-abuse registry checks, as well as access basic first-aid/CPR training, so families can earn hours by providing care and redeem those hours when they need childcare.",Childcare Access and Affordability,"Time-Banking and Skill-Share Childcare Networks: Community members exchange hours of childcare through a time-bank platform: parents provide childcare when able and earn credits to be used when they need care, including supports for training and background checks.",Talent and Mobility System Misalignment,"309 Commercial Street, North Sydney, NS B2A 1B9",https://www.northsiderising.ca,info@northsiderising.ca,46.2099792,-60.2478078
YMCA Child Care Fee Assistance,YMCA of Southwest Nova Scotia,"The YMCA of Southwest Nova Scotia offers licensed child care and before-and-after school programs and maintains a community-supported fee assistance program to ensure affordability. Funded by donations from local businesses, service clubs, and individual philanthropists, the assistance is awarded on a sliding-scale to families facing financial strain or irregular employment, directly offsetting licensed child care costs.",Childcare Access and Affordability,"Sliding-scale and Sponsorship Funds: Local philanthropic groups, businesses and service clubs create a community childcare fund to provide sliding-scale subsidies or scholarships for families in precarious employment to access licensed care.",Talent and Mobility System Misalignment,"275 Forest Street, Yarmouth, NS B5A 4A8",https://ymcaswns.ca,info@ymcaswns.ca,43.8295693,-66.0907149
YMCA Strong Communities Child Care Assistance,YMCA of Cape Breton,"YMCA of Cape Breton provides licensed early learning and school-age child care and extends access through its Strong Communities donor-supported assistance. Using contributions from local philanthropists, businesses, and service organizations, the YMCA applies a sliding-scale assessment to reduce child care fees for families in precarious work situations, ensuring they can secure licensed care while maintaining employment.",Childcare Access and Affordability,"Sliding-scale and Sponsorship Funds: Local philanthropic groups, businesses and service clubs create a community childcare fund to provide sliding-scale subsidies or scholarships for families in precarious employment to access licensed care.",Talent and Mobility System Misalignment,"399 Charlotte Street, Sydney, NS B1P 1E3",https://ymcacapebreton.org,info@ymcacapebreton.org,46.136466,-60.1940452
Childcare Support for Programs and Events,Antigonish Women's Resource Centre & Sexual Assault Services Association,"The Antigonish Women's Resource Centre & Sexual Assault Services Association provides free on-site childcare during group programs, training sessions, and community meetings, with support from trained volunteers. The organization also offers childminding at outreach and awareness events, helping parents—especially young and newcomer families—attend employment supports, workshops, and civic activities without childcare barriers.",Childcare Access and Affordability,"Pop-up and Event Childcare Programs: Volunteer-led pop-up childminding at community events, town meetings and employment fairs gives parents the ability to attend work-related activities, training, and civic events while building confidence in local caregiving options.",Talent and Mobility System Misalignment,"219 Main Street, Antigonish, NS B2G 2C1",https://awrcsasa.ca,info@awrcsasa.ca,45.6224878,-61.989565
YMCA of Cape Breton School-Age Child Care Transportation,YMCA of Cape Breton,"The YMCA of Cape Breton operates licensed school-age child care and coordinates daily group pickups from select local elementary schools to its programs using YMCA vans/buses and arranged school-bus drop-offs. Trained staff manage rosters, permissions, and hand‑offs to provide safe, reliable shared transportation for children. This reduces transportation barriers for working parents and ensures consistent access to after‑school care.",Childcare Access and Affordability,"Shared Transportation and Pickup Networks: Neighbourhood ride-share schemes and community volunteer drivers coordinate safe group pickups/drop-offs for children attending childcare, reducing barriers for families without private transportation.",Talent and Mobility System Misalignment,"399 Charlotte Street, Sydney, NS B1P 1E3",https://www.cb.ymca.ca/child-care,info@cb.ymca.ca,46.136466,-60.1940452
Licensed Child Care Space Creation and Minor Infrastructure Grant,Nova Scotia Department of Education and Early Childhood Development,"This provincial grant provides small capital funds to create or expand regulated child care spaces, including those operated by approved family home child care providers working with agencies. Eligible expenses include safety and accessibility upgrades, minor renovations, and required equipment to meet provincial standards. The grant functions as a micro-capital boost that helps home providers add licensed capacity more quickly and affordably in underserved areas.",Childcare Access and Affordability,"Home-based Provider Microgrants: Local governments and community foundations offer small grants for home childcare providers to meet licensing requirements, buy supplies, complete training, or upgrade safety features, increasing licensed local capacity.",Talent and Mobility System Misalignment,"2021 Brunswick Street, Halifax, NS B3K 2Y5",https://novascotia.ca/earlyyears,ELCCFunding@novascotia.ca,44.6515893,-63.5789189
Town House Intergenerational Day Program and Child & Family Hub,Town House Glace Bay Citizens Service League,"Town House operates a seniors’ adult day program alongside child and family programs under one roof, enabling regular intergenerational sessions. Older adults support play-based activities such as music, art, and reading circles with children, adding caring adults to the environment to relieve pressure on early years staff while deepening community ties.",Childcare Access and Affordability,"Intergenerational Childcare Partnerships: Day programs are co-located with seniors centres or assisted-living facilities to create intergenerational care opportunities where older adults support play and supervision, reducing staffing pressure while strengthening community bonds.",Talent and Mobility System Misalignment,"150 Commercial Street, Glace Bay, NS B1A 3C1",https://www.townhousegb.ca,info@townhousegb.ca,46.1962244,-59.956564
Eskasoni Community Health Centre – Primary Care Services,Eskasoni Community Health Centre,"A community-run, band-governed health centre serving Eskasoni First Nation where nurse practitioners provide family primary care, chronic disease management, and culturally safe referrals to external specialists and hospitals. The clinic operates within a community-governed model that blends public funding with local resources and support, ensuring regular access to NP-led care close to home. This approach reduces wait times and improves continuity of care for community members.",Healthcare Access and Wait Times,"Community-run Nurse Practitioner Clinic: Pool local funds, space and volunteer administrative support to host a nurse practitioner-led clinic that provides primary care, chronic disease management and referrals on a regular schedule.",Talent and Mobility System Misalignment,"481 Shore Road, Eskasoni, NS B1W 1C2",https://www.eskasoni.ca,,45.9531341,-60.5932258
Our Health Centre Primary Care Clinic,Our Health Centre Society,"Our Health Centre is a community-run hub that hosts family physicians and nurse practitioners—many in part-time roles—to expand access for local residents without a regular primary care provider. The centre’s administrative team coordinates intake from the provincial waitlist and local outreach, enabling providers to accept limited, manageable panels of unattached patients and supporting them with navigation and follow-up.",Healthcare Access and Wait Times,"Volunteer Primary Care Roster: Coordinate a local list of retired or part-time family physicians and nurse practitioners willing to take on a small panel of unattached patients, supported by community admin and outreach.",Talent and Mobility System Misalignment,"3769 Highway 3, Chester, NS B0J 1J0",https://www.ourhealthcentre.ca,,44.5472019,-64.232039
IWK Pediatric Outreach/Satellite Clinics (Yarmouth Regional Hospital site),IWK Health,"IWK Health runs pediatric outreach/satellite clinics where subspecialists (e.g., pediatric endocrinology, cardiology, and neurology) travel to regional sites like Yarmouth Regional Hospital on scheduled days. These in-person clinics bring specialist pediatric care closer to families, reducing travel to Halifax and improving timely access to expert consultations and follow-up.",Healthcare Access and Wait Times,"Shared Specialist Visit Days: Organize regular visiting specialist clinics (e.g., psychiatry, dermatology, endocrinology) in community health centres or libraries so residents can see specialists locally on scheduled days.",Talent and Mobility System Misalignment,"60 Vancouver Street, Yarmouth, NS B5A 2P5",https://iwk.nshealth.ca,patientrelations@iwk.nshealth.ca,43.8503694,-66.1215607
Family Peer Support Specialists (Child & Adolescent Mental Health and Addictions),IWK Health Centre,"At the IWK Health Centre, Family Peer Support Specialists use their lived experience to support parents and caregivers of children and youth accessing mental health and addictions services. They lead peer-led support groups and provide one-to-one peer coaching, helping families build coping skills and navigate services sooner, which eases demand on clinicians and improves timely access to support.",Healthcare Access and Wait Times,"Local Mental Health Peer Networks: Train and support peer counsellors and run peer-led support groups for youth, caregivers and specific conditions to reduce pressure on clinical services and provide timely support.",Talent and Mobility System Misalignment,"5850 University Avenue, Halifax, NS B3K 6R8",https://iwk.nshealth.ca/mental-health-and-addictions,,44.6376114,-63.582874
Cancer Patient Navigation Program (QEII Cancer Centre),"Nova Scotia Health, Cancer Care Program","Nova Scotia Health’s Cancer Patient Navigators guide individuals from diagnosis through treatment by coordinating appointments and referrals across oncology services. Navigators help patients understand their care plan, book tests and specialist visits, connect to supportive programs, and follow up to minimize missed appointments and accelerate timely care.",Healthcare Access and Wait Times,"Community Health Navigator Program: Recruit and train navigators to help residents find providers, book appointments, enroll in services, and follow up on referrals, reducing missed appointments and accelerating care.",Talent and Mobility System Misalignment,"1276 South Park Street, Halifax, NS B3H 2Y9",https://www.nshealth.ca/cancer-care,,44.6379204,-63.5800467
YourHealthNS,Nova Scotia Health,"YourHealthNS is Nova Scotia Health’s province-wide digital hub that consolidates appointment booking for a range of services, including primary care access clinics, mobile primary care clinics, and mental health and addictions walk-in options. Residents can search for nearby availability and self-book online, and the platform lists clinic-specific phone numbers for those who prefer to schedule by phone—centralizing access to open appointment slots across participating services to reduce wait ...",Healthcare Access and Wait Times,Centralized Community Booking Platform: Develop a user-friendly local appointment hub (phone + online) that aggregates available primary care and mental health slots from participating clinicians to reduce wait and travel.,Talent and Mobility System Misalignment,"300 Pleasant Street, Dartmouth, NS B2Y 3Z9",https://yourhealthns.novascotia.ca,,44.6518651,-63.5493479
VirtualCareNS,Nova Scotia Health (in partnership with IWK Health and Maple),"VirtualCareNS is a centralized online booking platform that connects Nova Scotians—especially those without a family doctor or nurse practitioner—to available virtual primary care appointments with participating physicians and nurse practitioners across the province. By aggregating clinician availability in one place and enabling remote visits, it shortens waits and eliminates travel; booking support is also available by phone through Nova Scotia Health access lines for people who need assist...",Healthcare Access and Wait Times,Centralized Community Booking Platform: Develop a user-friendly local appointment hub (phone + online) that aggregates available primary care and mental health slots from participating clinicians to reduce wait and travel.,Talent and Mobility System Misalignment,"300 Pleasant Street, Dartmouth, NS B2Y 3Z9",https://virtualcare.novascotia.ca,,44.6518651,-63.5493479
SchoolsPlus (South Shore Regional Centre for Education),South Shore Regional Centre for Education,"SSRCE’s SchoolsPlus integrates school-based facilitators and community outreach workers with Nova Scotia Health/IWK clinicians to deliver mental health supports directly in Lunenburg and Queens County schools. Services include early assessment, brief counselling, group programs, and family navigation to community resources. The school‑embedded model provides timely help and reduces reliance on hospital-based and specialist services.",Healthcare Access and Wait Times,School-based Mental Health Teams: Place counsellors and social workers in schools and provide youth mental health programming and early intervention to reduce later specialist demand.,Talent and Mobility System Misalignment,"69 Wentzell Drive, Bridgewater, NS B4V 0A2",https://www.ssrce.ca,,44.3885356,-64.5385842
Caregiver Support Line,Caregivers Nova Scotia Association,"A province-wide, non-clinical support line where trained peer support coordinators (many with lived caregiving experience) offer emotional support, active listening, and practical navigation to local services. While not crisis counselling, it functions as a warm line that helps caregivers manage stress, identify next steps, and connect to community resources, thereby easing reliance on overburdened clinical systems. The service provides timely, person-centered peer support that can prevent es...",Healthcare Access and Wait Times,Peer-led Crisis & Warm Line: Establish a community-run non-clinical crisis/warm line staffed by trained peers for after-hours emotional support and triage to appropriate services.,Talent and Mobility System Misalignment,"7071 Bayers Road, Halifax, NS B3L 2C2",https://www.caregiversns.org,info@caregiversns.org,44.6541222,-63.6273462
Physician Recruitment and Retention Program,Region of Queens Municipality,"Region of Queens Municipality provides community-funded incentives, including substantial signing bonuses and tailored relocation support, to recruit and retain family physicians and other primary care providers. The program coordinates temporary housing options and community integration supports, using municipal funding and local partnerships to reduce barriers for clinicians moving to the area.",Healthcare Access and Wait Times,"Community-funded NP / Physician Incentives: Raise local incentives such as relocation support, temporary housing, childcare assistance or signing bonuses funded by municipalities, businesses and community groups to attract clinicians.",Talent and Mobility System Misalignment,"249 White Point Road, Liverpool, NS B0T 1K0",https://www.regionofqueens.com,reception@regionofqueens.com,44.0261073,-64.7210982
Healthcare Recruitment Initiative,Municipality of Barrington,"The Municipality of Barrington delivers a community-backed recruitment initiative that includes a multi-year signing bonus for physicians, relocation assistance, and access to temporary housing arranged by the municipality. Funded by the municipality with support from local community partners, the program actively markets the area and provides on-the-ground settlement help to attract clinicians.",Healthcare Access and Wait Times,"Community-funded NP / Physician Incentives: Raise local incentives such as relocation support, temporary housing, childcare assistance or signing bonuses funded by municipalities, businesses and community groups to attract clinicians.",Talent and Mobility System Misalignment,"2447 Highway 3, Barrington, NS B0W 1E0",https://www.barringtonmunicipality.com,inquiries@barringtonmunicipality.com,43.5656086,-65.5815833
Antigonish Physician Recruitment,Antigonish Physician Recruitment Committee,"The Antigonish Physician Recruitment Committee, supported by municipal partners and the St. Martha’s Regional Hospital Foundation, offers community-funded incentives, including signing bonuses and relocation support, to attract family physicians. The team also assists with temporary housing, spousal/partner employment connections, and community and school/childcare navigation to make settling in Antigonish easier for clinicians.",Healthcare Access and Wait Times,"Community-funded NP / Physician Incentives: Raise local incentives such as relocation support, temporary housing, childcare assistance or signing bonuses funded by municipalities, businesses and community groups to attract clinicians.",Talent and Mobility System Misalignment,"25 Bay Street, Antigonish, NS B2G 2G5",https://antigonishdoctors.ca,info@antigonishdoctors.ca,45.6279576,-61.9821028
Lawtons Pharmacy Services – Scotia Square,Lawtons Drugs,"Lawtons pharmacists at Scotia Square provide clinical services including publicly funded assessments and prescribing for many minor ailments permitted in Nova Scotia, routine and seasonal vaccinations (e.g., influenza and COVID-19), and comprehensive medication reviews for eligible patients. They implement the solution by expanding access to primary care through same-day pharmacist consultations and by widely promoting these options via their website and in‑store signage, helping reduce press...",Healthcare Access and Wait Times,"Community Pharmacy Clinical Services: Work with local pharmacies to expand services (vaccination, medication reviews, minor ailment prescribing where permitted) and advertise these options widely.",Talent and Mobility System Misalignment,"5201 Duke Street, Halifax, NS B3J 1N9",https://www.lawtons.ca,,44.6495052,-63.5754327
Shoppers Drug Mart Health & Pharmacy Services – Park Lane Mall,Shoppers Drug Mart,"This Shoppers Drug Mart location offers pharmacist-led clinical services such as vaccinations, medication reviews, and assessment/prescribing for common minor ailments under Nova Scotia’s scope of practice. By providing convenient walk-in and appointment-based care and promoting these services online and in stores, they help residents access timely care for non-urgent needs, alleviating strain on clinics and improving overall access.",Healthcare Access and Wait Times,"Community Pharmacy Clinical Services: Work with local pharmacies to expand services (vaccination, medication reviews, minor ailment prescribing where permitted) and advertise these options widely.",Talent and Mobility System Misalignment,"5657 Spring Garden Road, Halifax, NS B3J 3R4",https://www.shoppersdrugmart.ca/en/health-and-pharmacy/services,customerservice@shoppersdrugmart.ca,44.6434021,-63.5788533
Walmart Pharmacy Clinical Services – Bayers Lake,Walmart Canada,"Walmart Pharmacy in Bayers Lake provides vaccinations, medication reviews, and pharmacist assessments for minor ailments allowed in Nova Scotia, enabling prompt treatment without a physician visit. These services are prominently advertised through Walmart’s pharmacy webpages and in-store materials, expanding awareness and helping patients access primary care more quickly.",Healthcare Access and Wait Times,"Community Pharmacy Clinical Services: Work with local pharmacies to expand services (vaccination, medication reviews, minor ailment prescribing where permitted) and advertise these options widely.",Talent and Mobility System Misalignment,"220 Chain Lake Drive, Halifax, NS B3S 1C5",https://www.walmart.ca,,44.6549579,-63.6751122
Costco Pharmacy Services – Halifax (Bayers Lake),Costco Wholesale Canada Ltd.,"Costco’s Halifax pharmacy offers immunizations (such as flu and COVID-19), medication reviews, and pharmacist management/prescribing for select minor ailments within Nova Scotia’s scope, providing an alternative access point for timely care. The pharmacy promotes these services via its online pharmacy portal and member communications, helping residents understand and use pharmacist-led care options.",Healthcare Access and Wait Times,"Community Pharmacy Clinical Services: Work with local pharmacies to expand services (vaccination, medication reviews, minor ailment prescribing where permitted) and advertise these options widely.",Talent and Mobility System Misalignment,"230 Chain Lake Drive, Halifax, NS B3S 1C5",https://www.costcopharmacy.ca/,,44.6569333,-63.6756521
