Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Launch Dal – Ready2Launch,Launch Dal (Dalhousie University),"Ready2Launch is Dalhousie University’s accelerator for student and researcher-led startups, offering a focused summer program with stipends/pre-seed funding, venture-building mentorship, and access to shared workspace on campus. Teams receive guidance from experienced founders and sector mentors, along with investor and partner introductions through demo days and Dal’s regional innovation network.",Entrepreneurship Barriers and Access to Capital,"Local Startup Accelerator and Pre-Seed Fund: A community accelerator (run by university, non-profit or consortium) that provides a short program combining small pre-seed grants, shared workspace, investor introductions and industry mentorship tailored to regional economic strengths.",Fragmented Policy and Governance Architecture,"6100 University Avenue, Halifax, NS B3H 4R2",https://www.dal.ca,launchdal@dal.ca,44.6370686,-63.5882484
BioInnovation Challenge & Mentor Program,BioNova – Nova Scotia Life Sciences,"BioNova’s BioInnovation Challenge pairs early-stage life sciences companies with seasoned mentors and provides intensive pitch coaching, financial planning support, and IP/governance guidance. The associated mentor network includes investors and industry experts who help founders refine investment materials and connect with potential capital sources.",Entrepreneurship Barriers and Access to Capital,"Investor-Readiness Bootcamps and Mentor Network: Volunteer entrepreneurs, investors and service providers run regular bootcamps and a mentorship registry to help founders craft investor-ready pitches, financial models and governance structures, increasing their ability to attract capital.",Fragmented Policy and Governance Architecture,"1344 Summer Street, Halifax, NS B3H 0A8",https://www.bionova.ca,info@bionova.ca,44.6397624,-63.5829145
Atlantic Social Procurement Initiative (ASPI),Inspiring Communities,"ASPI builds the capacity of public buyers and anchor institutions in Nova Scotia to include social value, local hiring, and supplier diversity criteria in procurement, while coaching social enterprises to become procurement-ready. Led from Nova Scotia, the initiative convenes municipalities, post‑secondary, health authorities, and community funders to align purchasing with impact and connect enterprises to social finance partners, blending demand-side procurement signals with patient capital ...",Entrepreneurship Barriers and Access to Capital,"Social Procurement and Impact Investor Partnerships: Local foundations, social enterprises and impact investors coordinate to earmark funding and procurement to locally owned, high-impact businesses—blending grants, concessionary capital and procurement preferences to de-risk investment.",Fragmented Policy and Governance Architecture,"100 Ochterloney Street, Suite 201, Dartmouth, NS B2Y 1C5",https://inspiringcommunities.ca,info@inspiringcommunities.ca,44.6682178,-63.5661395
Creative Destruction Lab – Atlantic,Dalhousie University – Creative Destruction Lab (CDL) Atlantic,"CDL-Atlantic is a seed-stage program at Dalhousie University that pairs high-potential Atlantic Canadian startups with a curated group of world-class mentors, angel investors, and venture capitalists. The mentor roster includes many Dalhousie/Atlantic alumni and expatriate Canadians who provide investment, hands-on mentorship, and warm introductions to international customers and partners—directly aligning with a diaspora-driven investment and market-access model.",Entrepreneurship Barriers and Access to Capital,"Alumni and Diaspora Investment & Mentorship Network: A program that engages Nova Scotia alumni and former residents abroad to invest, mentor, source customers and open market channels for local startups—leveraging emotional ties to mobilize capital and business connections.",Fragmented Policy and Governance Architecture,"Rowe School of Business, 6100 University Avenue, Halifax, NS B3H 4R2",https://www.creativedestructionlab.com,atlantic@creativedestructionlab.com,44.648618,-63.5859487
Senior Wheels Transportation Program,Senior Wheels Association,"Senior Wheels recruits and screens volunteer drivers to provide affordable, door-to-door transportation for seniors and adults with mobility challenges in the Sackville area. Trips for medical appointments, shopping, and other essential needs are booked through a central phone line, coordinating community volunteers to fill local transportation gaps.",Transportation and Regional Connectivity Gaps,"Volunteer Driver Networks: Organize vetted volunteer drivers to provide door-to-door rides for seniors, students, and low-income residents for work, medical appointments, and training—coordinated through a simple phone line or web form.",Fragmented Policy and Governance Architecture,"45 Connolly Road, Middle Sackville, NS B4E 1S6",https://seniorwheels.ca,,44.7782856,-63.7014911
Scotia Square Transit Hub (Downtown Halifax),Halifax Regional Municipality – Halifax Transit,"The downtown Scotia Square Transit Hub concentrates numerous Halifax Transit routes with sheltered platforms, real-time bus information displays, and direct indoor connections to shops and services via the pedway system. The complex includes extensive bike parking on surrounding blocks and carshare parking in the connected parkade, pairing municipal transit infrastructure with private partners to create a practical, all-in-one mobility node for commuters and students.",Transportation and Regional Connectivity Gaps,"Mobility Hubs and Multi‑Modal Stations: Create local mobility hubs that combine bike racks, carshare parking, shuttle stops, real-time info boards, and lockers—developed in partnership with municipal planners, businesses, and volunteers.",Fragmented Policy and Governance Architecture,"5201 Duke Street, Halifax, NS B3J 1N9",https://www.halifax.ca/transportation/halifax-transit,hfxtransit@halifax.ca,44.6495052,-63.5754327
Mayflower Mall Transit Transfer Hub,Cape Breton Regional Municipality – Transit Cape Breton,"Transit Cape Breton’s transfer hub at Mayflower Mall brings together multiple local routes at a single location with shelters, posted schedules, and pedestrian links to indoor amenities. The site offers bike parking on mall grounds and convenient taxi/shuttle pickup points, leveraging a partnership between the municipality and the mall operator to create a practical multi‑modal node for work, school, and shopping trips.",Transportation and Regional Connectivity Gaps,"Mobility Hubs and Multi‑Modal Stations: Create local mobility hubs that combine bike racks, carshare parking, shuttle stops, real-time info boards, and lockers—developed in partnership with municipal planners, businesses, and volunteers.",Fragmented Policy and Governance Architecture,"800 Grand Lake Road, Sydney, NS B1P 6S9",https://www.cbrm.ns.ca/transit.html,transit@cbrm.ns.ca,46.1467153,-60.1368686
Transit Cape Breton – CBU Universal Bus Pass (UPass),Cape Breton Regional Municipality — Transit Cape Breton,"Transit Cape Breton and the Cape Breton University student community partner to provide a universal bus pass for CBU students, funded through student fees and aligned with expanded campus-oriented service. The collaboration has supported added capacity and campus-focused trips that move students reliably between Sydney, Glace Bay, and the university. This implements the solution by delivering subsidized, dedicated commuter access so students can reach classes, co-ops, and part-time jobs witho...",Transportation and Regional Connectivity Gaps,"Local Employer‑Education Transit Partnerships: Coordinate with employers, colleges, and hospitals to fund dedicated commuter routes, staggered shift transportation, or subsidized passes that keep workers and students connected to work/study.",Fragmented Policy and Governance Architecture,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca/transit,,46.1371609,-60.1960651
Acadia Students’ Union UPass (Kings Transit Partnership),Acadia Students’ Union,"The Acadia Students’ Union partners with Kings Transit Authority to provide a universal bus pass for full-time Acadia students, integrated into student fees. The pass offers unlimited travel on Kings Transit routes connecting Wolfville with regional hubs like New Minas and Kentville, enabling dependable trips to campus, co-ops, and local employment. This education–transit partnership directly advances the solution by subsidizing student mobility and linking learners to work and study across t...",Transportation and Regional Connectivity Gaps,"Local Employer‑Education Transit Partnerships: Coordinate with employers, colleges, and hospitals to fund dedicated commuter routes, staggered shift transportation, or subsidized passes that keep workers and students connected to work/study.",Fragmented Policy and Governance Architecture,"Students’ Union Building, 30 Highland Avenue, Wolfville, NS B4P 2R6",https://www.acadiastudents.ca,,45.0883103,-64.3643883
QEII Patient Assistance Fund,QEII Foundation,"The QEII Patient Assistance Fund provides donor-funded support to cover essential costs for low-income patients receiving care at the QEII Health Sciences Centre, including transportation to and from medical appointments. By directly subsidizing travel expenses for individuals facing financial hardship, the fund functions as a community-administered hardship resource that reduces cost barriers to necessary medical travel, aligning with rural fare-subsidy objectives.",Transportation and Regional Connectivity Gaps,"Rural Transit Fare Subsidy Funds: Establish a community-administered hardship fund to subsidize fares for low-income residents, students, and those needing medical travel; funded by donations, local business contributions, and fundraising events.",Fragmented Policy and Governance Architecture,"5657 Spring Garden Road, Suite 3005, Halifax, NS B3J 3R4",https://qe2foundation.ca,info@qe2foundation.ca,44.6434021,-63.5788533
IWK Patient and Family Assistance Fund,IWK Health Centre (supported by the IWK Foundation),"The IWK Patient and Family Assistance Fund uses charitable donations to help families who face financial hardship with costs related to accessing pediatric and perinatal care, including transportation and travel for medical appointments. This community-supported fund acts as a hardship subsidy for travel, ensuring that families from rural and remote parts of Nova Scotia can afford necessary trips for care.",Transportation and Regional Connectivity Gaps,"Rural Transit Fare Subsidy Funds: Establish a community-administered hardship fund to subsidize fares for low-income residents, students, and those needing medical travel; funded by donations, local business contributions, and fundraising events.",Fragmented Policy and Governance Architecture,"5850/5980 University Avenue, Halifax, NS B3K 6R8",https://iwkfoundation.org,info@iwkfoundation.org,44.6378638,-63.5837315
ASU Safety Shuttle,Acadia Students’ Union,"The Acadia Students’ Union operates the ASU Safety Shuttle to pool student transportation during evenings and weekends for campus events, rehearsals, practices, and downtown activities. Dispatch groups riders and runs circulating routes between residences, campus venues, and key Wolfville stops, cutting down on parent drop-offs and single-occupant trips while supporting active student life.",Transportation and Regional Connectivity Gaps,"Event and School Transport Pooling: Coordinate pooled transport for major community events, sports, and school extracurriculars to reduce single-occupant trips—organized by parent groups, community centres, or event committees.",Fragmented Policy and Governance Architecture,"30 Highland Avenue, Wolfville, NS B4P 1Y3",https://theasu.ca,asu@acadiau.ca,45.0883103,-64.3643883
Sea Halifax – Harbour Water Taxi,Ambassatours Gray Line (Sea Halifax),"Sea Halifax operates a seasonal harbour water taxi that provides on-demand and short-hop connections between key Halifax and Dartmouth waterfront destinations. By offering flexible, small-vessel transport outside fixed bus routes, it improves first/last-mile connectivity for commuters and tourists and reduces car dependency around the harbour.",Transportation and Regional Connectivity Gaps,"Community Ferry and Water Taxi Initiatives: In coastal or island communities, develop community-run seasonal ferries or water taxis (chartered, volunteer-led, or cooperative) to improve connectivity for commuters and tourists.",Fragmented Policy and Governance Architecture,"1751 Lower Water Street, Halifax, NS B3J 1S5",https://seahalifax.com,info@ambassatours.com,44.6492185,-63.5710311
MusGo Rider Electric Community Transit Project,MusGo Rider Co-operative Limited,"MusGo Rider, a rural community transit co-operative on the Eastern Shore, has integrated battery-electric cars into its shared-ride fleet using provincial/federal incentives and community fundraising, and installed Level 2 chargers at community locations it serves. The EVs are dispatched for community trips and the chargers offer shared access when vehicles are not in service, demonstrating a group-procurement approach for a community fleet paired with a shared charging network based at local...",Transportation and Regional Connectivity Gaps,"Shared EV Purchasing and Charging Network: Organize group procurement of electric vehicles for community fleets and install shared charging stations at community centres and hubs, supported by local fundraising and municipal incentives.",Fragmented Policy and Governance Architecture,"5228 Highway 7, Porters Lake, NS B3E 1J8",https://musgorider.ca,info@musgorider.ca,44.7439945,-63.2834475
Regus – Purdy’s Wharf Co-working,Regus,"Regus offers flexible co-working with hot-desking, dedicated desks, private offices, and meeting rooms on a membership or day-pass basis, providing enterprise-grade connectivity and amenities. Corporate accounts let employers formalize remote and hybrid options, allowing staff to work from a professional hub close to home to cut car trips and cross-town commuting.",Transportation and Regional Connectivity Gaps,"Remote Work Hubs and Travel Reduction Programs: Set up local co-working spaces in under-served communities to reduce commuting, supported by municipal wifi, hot-desking fees, and partnerships with employers to formalize remote work options.",Fragmented Policy and Governance Architecture,"1959 Upper Water Street, Suite 1300, Halifax, NS B3J 3N2",https://www.regus.com/en-ca/canada/halifax/purdys-wharf,,44.6518013,-63.5742139
Regus – Metropolitan Place (Dartmouth) Co-working,Regus,"This Regus site in Dartmouth provides hot desks, dedicated desks, private offices, and meeting rooms with high-speed internet on flexible, fee-based plans. By giving workers on Halifax’s east side an accessible professional workspace and enabling employer-supported hybrid arrangements, it reduces bridge traffic and regional commuting.",Transportation and Regional Connectivity Gaps,"Remote Work Hubs and Travel Reduction Programs: Set up local co-working spaces in under-served communities to reduce commuting, supported by municipal wifi, hot-desking fees, and partnerships with employers to formalize remote work options.",Fragmented Policy and Governance Architecture,"99 Wyse Road, Suite 1100, Dartmouth, NS B3A 4S5",https://www.regus.com/en-ca/canada/dartmouth/metropolitan-place,,44.6688164,-63.5767744
Acadia LaunchBox Co-working & Startup Space,Acadia Entrepreneurship Centre / Acadia University,"LaunchBox provides free co-working space, meeting rooms, and reliable Wi-Fi for students and community entrepreneurs in the Annapolis Valley, with programs and partnerships that connect founders and local employers. By enabling remote work and startup activity in Wolfville, it reduces the need for long trips to urban centres and supports formalized remote/hybrid options close to home.",Transportation and Regional Connectivity Gaps,"Remote Work Hubs and Travel Reduction Programs: Set up local co-working spaces in under-served communities to reduce commuting, supported by municipal wifi, hot-desking fees, and partnerships with employers to formalize remote work options.",Fragmented Policy and Governance Architecture,"24 University Avenue, Wolfville, NS B4P 2R6",https://launchbox.acadiau.ca,launchbox@acadiau.ca,45.0882471,-64.3682264
Bell Wireless Home Internet – Nova Scotia,Bell Canada (Bell Aliant Regional Communications),"Bell’s Wireless Home Internet provides fixed wireless broadband to rural and remote parts of Nova Scotia using LTE/5G radio links from local towers to outdoor antennas installed at customer premises. This approach extends high-speed connectivity to clusters of households and businesses that are beyond the current fibre footprint, improving access to digital services while fibre builds progress.",Digital Infrastructure Inequities,Community Mesh and Fixed Wireless Networks: Deploy low-cost mesh or community-managed fixed wireless links (on towers or tall buildings) to connect clusters of homes and businesses where wired fibre is not yet available.,Fragmented Policy and Governance Architecture,"1601 Lower Water Street, Halifax, NS B3J 3P6",https://www.bell.ca/Bell_Internet/Wireless-Home-Internet,,44.6465471,-63.570249
Seaside Wireless Rural Internet,Seaside Communications Inc.,"Seaside Communications operates a rural fixed wireless network in Cape Breton and eastern Nova Scotia, using hilltop towers and relay sites to connect small and remote communities. Subscriber radios mounted on homes and businesses create point‑to‑multipoint links to these sites, delivering affordable broadband where wired options are limited and directly addressing digital infrastructure inequities.",Digital Infrastructure Inequities,Community Mesh and Fixed Wireless Networks: Deploy low-cost mesh or community-managed fixed wireless links (on towers or tall buildings) to connect clusters of homes and businesses where wired fibre is not yet available.,Fragmented Policy and Governance Architecture,"305 Charlotte Street, Sydney, NS B1P 1C6",https://www.seaside.ns.ca,,46.1384311,-60.1946546
Inverness County Broadband Project – Internet Interest Registry,Municipality of the County of Inverness,"The Municipality of the County of Inverness operates a broadband interest registry and community outreach to capture where residents and businesses lack adequate service. The municipality aggregates and shares this demand with providers and provincial initiatives, strengthening the business case for investment and prioritizing underserved routes across rural communities.",Digital Infrastructure Inequities,"Demand Aggregation Campaign: Organize residents and businesses to register demand and petition ISPs or funding programs, creating a clear business case for providers and prioritizing underserved routes.",Fragmented Policy and Governance Architecture,"375 Main Street, Port Hood, NS B0E 2W0",https://invernesscounty.ca/,info@invernesscounty.ca,46.0223022,-61.5357084
Internet for Nova Scotia Initiative — Internet Speed Test & Coverage Map,Build Nova Scotia,"Build Nova Scotia operates a province-wide speed test and coverage mapping platform that collects resident-submitted speed tests and availability reports and visualizes them at the community and neighbourhood level. The aggregated data identifies service gaps, informs planning and investment decisions, strengthens provincial and federal funding applications, and helps track provider commitments and performance over time.",Digital Infrastructure Inequities,"Local Broadband Mapping and Speed Testing: Collect and publish neighbourhood-level coverage and speed data (speedtests, service gaps) to inform planning, strengthen funding applications, and hold providers accountable.",Fragmented Policy and Governance Architecture,"1751 Lower Water Street, Suite 501, Halifax, NS B3J 1S5",https://internet.buildns.ca/,info@buildns.ca,44.6492185,-63.5710311
Antigonish County Internet Speed Test,Municipality of the County of Antigonish,"The Municipality of the County of Antigonish invites residents to complete standardized internet speed tests and report service availability, then maps the results to the road and neighbourhood level. The municipality uses this evidence to pinpoint underserved areas, support funding proposals for rural broadband builds, and engage ISPs with concrete performance data to improve service and accountability.",Digital Infrastructure Inequities,"Local Broadband Mapping and Speed Testing: Collect and publish neighbourhood-level coverage and speed data (speedtests, service gaps) to inform planning, strengthen funding applications, and hold providers accountable.",Fragmented Policy and Governance Architecture,"285 Beech Hill Road, Antigonish, NS B2G 0B4",https://antigonishcounty.ca,info@antigonishcounty.ca,45.6056769,-61.9657609
Tech Help,Cumberland Public Libraries,"Cumberland Public Libraries provides free technology help sessions and workshops at branches such as the Four Fathers Memorial Library, guiding patrons through device setup, account creation, Zoom/Teams, and productivity tools. Staff and volunteers offer patient, one-on-one support and basic cybersecurity guidance, enabling residents—including those in rural communities—to engage in remote work, online learning, and e-services.",Digital Infrastructure Inequities,"Digital Literacy and Support Programs: Offer workshops, drop-in clinics and peer mentoring on digital skills, device setup, cybersecurity and remote work tools at libraries, schools and community centres.",Fragmented Policy and Governance Architecture,"21 Acadia Street, Amherst, NS B4H 3L5",https://cumberlandpubliclibraries.ca,info@cumberlandpubliclibraries.ca,45.8345808,-64.2096358
Computers for Schools Plus (Nova Scotia),"Computers for Success Canada, delivered in Nova Scotia with Nova Scotia Community College","Computers for Schools Plus (CFS+) in Nova Scotia refurbishes donated computers and related equipment from government, businesses, and the public, and redistributes them at low or no cost. Youth interns and technicians wipe, repair, and upgrade devices, which are then provided to schools, libraries, non-profits, and eligible individuals, supporting students, jobseekers, and low-income households with reliable hardware for online learning and work.",Digital Infrastructure Inequities,"Device Access and Refurbishment Initiatives: Run donation and refurbishment programs to provide low-cost laptops, tablets and mobile hotspots to students, jobseekers and low-income households.",Fragmented Policy and Governance Architecture,"5685 Leeds Street, Halifax, NS B3K 2T3",https://computersforsuccess.ca,,44.6695773,-63.6147024
Municipality of the County of Cumberland – Rural Internet Advocacy,Municipality of the County of Cumberland,"The Municipality of the County of Cumberland mobilizes residents and businesses through surveys, speed tests, and public meetings to document internet gaps and advocate for solutions. Using this evidence, the municipality lobbies provincial and federal programs for targeted broadband investments and engages providers and regulators to improve service standards across rural communities.",Digital Infrastructure Inequities,"Advocacy and Policy Campaigns: Mobilize residents, businesses and community groups to press municipal, provincial and federal governments for targeted investments, better regulation and service standards for rural broadband.",Fragmented Policy and Governance Architecture,"1395 Blair Lake Road, Upper Nappan, NS B4H 3Y4",https://www.cumberlandcounty.ns.ca,info@cumberlandcounty.ns.ca,45.8030002,-64.2119242
Business Development Program (Nova Scotia),Atlantic Canada Opportunities Agency (ACOA) – Nova Scotia,"ACOA’s Business Development Program provides advisory services and funding that help SMEs—including local and regional internet providers—develop business plans, improve financial readiness, and prepare competitive bids for broadband expansion opportunities. The program can support technology adoption and, where applicable, collaborative projects that enable group purchasing of network equipment or shared infrastructure among community partners. This reduces barriers to entry and helps emergi...",Digital Infrastructure Inequities,"Local ISP Incubation and Bidding Support: Help local entrepreneurs or regional ISPs with business planning, technical mentoring and cooperative buying of equipment so new providers can enter the market or expand services.",Fragmented Policy and Governance Architecture,"5151 George Street, Suite 1400, Halifax, NS B3J 3E1",https://www.canada.ca/en/atlantic-canada-opportunities/services/programs/business-development-program.html,info@acoa-apeca.gc.ca,44.6488945,-63.5731744
Rural Internet and Connectivity Support (Municipal Toolkit and Working Group),Nova Scotia Federation of Municipalities (NSFM),"NSFM convenes municipalities and stakeholders to share procurement templates, policy guidance, and technical best practices that help communities partner with local ISPs on broadband builds. Through its working groups and resources, NSFM facilitates collaborative approaches—such as joint RFPs and shared infrastructure agreements—that make it easier for smaller providers to bid on projects and reduce equipment and deployment costs. This practical support helps rural Nova Scotia communities att...",Digital Infrastructure Inequities,"Local ISP Incubation and Bidding Support: Help local entrepreneurs or regional ISPs with business planning, technical mentoring and cooperative buying of equipment so new providers can enter the market or expand services.",Fragmented Policy and Governance Architecture,"1809 Barrington Street, Suite 1304, Halifax, NS B3J 3K8",https://www.nsfm.ca/,info@nsfm.ca,44.6489899,-63.5745798
Starlink Equipment Rebate Program,Municipality of the District of Guysborough,"The Municipality of the District of Guysborough offers a rebate to help residents and small businesses in underserved rural areas cover the upfront cost of Starlink (LEO satellite) hardware, enabling reliable connectivity where wired options are limited. Municipal staff provide information sessions and one-on-one assistance to help people compare plans, complete sign‑ups, and coordinate installations, and they liaise with providers to consolidate local demand and improve service availability.",Digital Infrastructure Inequities,"Satellite and Alternative Connectivity Assistance: Coordinate community sign-up drives and technical support for reliable satellite, low-earth-orbit or other alternative services where terrestrial options are limited, and negotiate group discounts where possible.",Fragmented Policy and Governance Architecture,"33 Pleasant Street, Guysborough, NS B0H 1N0",https://modg.ca,info@modg.ca,45.3894106,-61.4987014
Community LEO/Satellite Connectivity Solutions,ROCK Networks Inc.,"ROCK Networks works with Nova Scotia municipalities, Mi’kmaq communities, and local organizations to deploy low‑earth‑orbit (LEO) and other satellite solutions in hard‑to‑serve areas. They organize demand‑aggregation and community sign‑up support, provide turnkey installation and technical assistance, and negotiate group procurements or bulk pricing with satellite providers—accelerating reliable connectivity where fibre or cable builds are not feasible.",Digital Infrastructure Inequities,"Satellite and Alternative Connectivity Assistance: Coordinate community sign-up drives and technical support for reliable satellite, low-earth-orbit or other alternative services where terrestrial options are limited, and negotiate group discounts where possible.",Fragmented Policy and Governance Architecture,"137 Venture Run, Suite 300, Dartmouth, NS B3B 0L9",https://rocknetworks.com,sales@rocknetworks.com,44.7049039,-63.5882085
Community Internet Access and Alternative Connectivity Support,Chebucto Community Net,"Chebucto Community Net is a community‑run ISP that provides low‑cost access and personal technical support, helping Nova Scotians evaluate and sign up for alternative connectivity options—including satellite and fixed‑wireless—when wired service is not available. Through one‑on‑one assistance and volunteer-led clinics, they help residents choose appropriate plans, set up equipment and accounts, and troubleshoot connections, effectively coordinating grassroots sign‑up and support for alternati...",Digital Infrastructure Inequities,"Satellite and Alternative Connectivity Assistance: Coordinate community sign-up drives and technical support for reliable satellite, low-earth-orbit or other alternative services where terrestrial options are limited, and negotiate group discounts where possible.",Fragmented Policy and Governance Architecture,"Room 006, Chase Building, 6135 University Avenue, Halifax, NS B3H 4R2",https://www.chebucto.ns.ca,office@chebucto.ns.ca,44.648618,-63.5859487
NSTHRC Apprenticeship and Tourism HR Programs,Nova Scotia Tourism Human Resource Council (operated by the Tourism Industry Association of Nova Scotia),"The Nova Scotia Tourism Human Resource Council coordinates apprenticeship pathways (e.g., Cook) and experiential learning partnerships across independent restaurants, hotels, and tourism operators, most of which are small employers. Acting as a sector hub, NSTHRC standardizes onboarding and training resources, connects learners to multiple kitchens and properties, and helps apprentices complete hours and competencies through placements that can span several member employers. This consortium m...",Skills Alignment and Work-Integrated Learning Gaps,"Community Apprenticeship Hubs & Micro‑Employer Consortia: Form community hubs that aggregate small and mid‑sized employers to sponsor shared apprenticeships and co‑op placements so smaller businesses can jointly host, mentor and rotate trainees across complementary worksites.",Fragmented Policy and Governance Architecture,"2089 Maitland Street, Halifax, NS B3K 2Z8",https://nsthrc.ca,info@nsthrc.ca,44.6519136,-63.5816587
Options and Opportunities (O2) and Co-operative Education,Annapolis Valley Regional Centre for Education (AVRCE),"AVRCE’s O2 and Co-operative Education programs give students structured, community-based learning through job-shadow days and co-op placements with vetted local employers across sectors, including trades, healthcare, and creative industries. Staff maintain a living database of host employers and facilitate regular career days and skills showcases that feature hands-on activities aligned to local workforce demand.",Skills Alignment and Work-Integrated Learning Gaps,School–Community Co‑op and Job‑Shadow Program: Expand school co‑op and job‑shadow programs by creating a community roster of host employers (including arts organizations and health clinics) and scheduling regular ‘career days’ with hands‑on demonstrations.,Fragmented Policy and Governance Architecture,"121 Orchard Street, Berwick, NS B0P 1E0",https://www.avrce.ca,,45.0369863,-64.7366058
Co-operative Education (High School),Cape Breton–Victoria Regional Centre for Education (CBVRCE),"CBVRCE’s Co-operative Education program partners with Cape Breton–area employers to provide job-shadow and work placements that count toward graduation, helping students explore careers in trades, tech, health, and the arts. The program curates a regional roster of host employers and organizes school-based career fairs and interactive demonstrations to strengthen school–community ties.",Skills Alignment and Work-Integrated Learning Gaps,School–Community Co‑op and Job‑Shadow Program: Expand school co‑op and job‑shadow programs by creating a community roster of host employers (including arts organizations and health clinics) and scheduling regular ‘career days’ with hands‑on demonstrations.,Fragmented Policy and Governance Architecture,"275 George Street, Sydney, NS B1P 1J7",https://www.cbvrce.ca,,46.1409809,-60.1932782
NSCC Applied Research and Innovation – Makerspace and Prototyping Facilities (Ivany Campus),Nova Scotia Community College (NSCC),"NSCC’s Applied Research and Innovation team operates makerspace and prototyping resources that support students, startups, and companies with fabrication, electronics, and digital design. Through capstone projects, employer-sponsored challenges, and applied research, students collaborate directly with local businesses to solve real problems and develop market-ready prototypes. This model provides equipment, mentorship, and a pipeline to paid work via internships, company contracts, and commer...",Skills Alignment and Work-Integrated Learning Gaps,"Community Maker & Creative Studios with Employer Partnerships: Establish shared maker spaces and creative studios where students, entrepreneurs and employers collaborate on real projects — providing equipment, mentorship and a pipeline from learning to paid local work.",Fragmented Policy and Governance Architecture,"80 Mawiomi Place, Dartmouth, NS B2Y 0A5",https://www.nscc.ca/appliedresearch/,ari@nscc.ca,44.6542147,-63.5509426
Work In Cape Breton (Regional Job Board & Workforce Hub),Cape Breton Partnership,"Managed by the Cape Breton Partnership, Work In Cape Breton is a regional dashboard that posts real-time job openings and highlights priority sectors and in-demand skills on the Island. The Partnership complements the job board with labour market updates and a public events/training calendar (including apprenticeship info sessions and NSCC/industry programs), helping educators and jobseekers align learning and career choices with current employer needs.",Skills Alignment and Work-Integrated Learning Gaps,"Local Labour Market & Skills Dashboard: Maintain a simple community dashboard (managed by municipality or chamber) showing real‑time local openings, skill gaps, apprenticeship opportunities and training calendar so educators and learners can target learning to demand.",Fragmented Policy and Governance Architecture,"275 Charlotte Street, Suite 204, Sydney, NS B1P 1C6",https://workincapebreton.ca,info@capebretonpartnership.com,46.1389039,-60.1948084
IWK Health Student Placements & Clinical Education,IWK Health,"IWK Health coordinates clinical placements and preceptorships for nursing and allied health students in pediatric, perinatal, and women’s health, working closely with Dalhousie, NSCC, and other schools. The program provides structured mentorship and on-site learning in clinics and hospital units, creating a clear pipeline from education to employment within Halifax-area health services and community partners.",Skills Alignment and Work-Integrated Learning Gaps,"Community Health & Care Training Pipeline: Partner local clinics, long‑term care facilities and colleges to create guaranteed practicum placements, fast‑track certificates for support roles, and mentorship pathways into nursing and allied health within the community.",Fragmented Policy and Governance Architecture,"5850 University Avenue, Halifax, NS B3K 6R8",https://iwk.nshealth.ca/education,,44.6376114,-63.582874
Palette Skills SalesCamp (Atlantic Canada),Palette Skills,"A 3–5 week intensive bootcamp focused on B2B tech and innovation sales, co-designed with hiring companies and taught by industry sales leaders. Cohorts delivered in Halifax include employer projects, coaching, and a hiring day with partner employers who commit to interviews and actively recruit graduates. The program rapidly equips participants with job-ready, employer-validated skills and connects them to concrete hiring pipelines in Nova Scotia’s growing tech and innovation sectors.",Skills Alignment and Work-Integrated Learning Gaps,"Bootcamps & Short Intensives Co‑designed with Employers: Host short (2–12 week) community bootcamps in targeted areas (e.g., web dev, practical trades, digital media, hospitality service) taught jointly by educators and employers with hiring commitments for successful participants.",Fragmented Policy and Governance Architecture,"1505 Barrington Street, Unit 100, Halifax, NS B3J 3K5",https://www.paletteskills.org/programs/salescamp,info@paletteskills.org,44.6445647,-63.5723991
Early Childhood Education (ECE) Bridging Program for Newcomers,Immigrant Services Association of Nova Scotia (in partnership with Nova Scotia College of Early Childhood Education),"ISANS partners with the Nova Scotia College of Early Childhood Education (NSCECE) to deliver a short bridging pathway that aligns internationally educated participants with Nova Scotia’s ECE requirements. The program combines targeted technical updates on provincial regulations and practice standards with occupation-specific English for the workplace and stackable micro-credentials (e.g., First Aid/CPR and sector compliance training), offered on flexible schedules. Participants can access bur...",Credential Recognition and Labour Mobility Frictions,"Bridging and Micro‑credential Courses with Community Colleges: Partnerships between municipalities, community organizations and colleges to offer short, targeted bridging courses and micro‑credentials that address gaps identified in recognition assessments (technical updates, provincial codes, language for the workplace), with flexible schedules and bursaries.",Fragmented Policy and Governance Architecture,"6960 Mumford Road, Suite 2120, Halifax, NS B3L 4P1",https://www.isans.ca/programs/,info@isans.ca,44.645137,-63.6190662
